Feature,[G7.1.1.1],[G7.1.1.2],[G7.1.1.3],[G7.1.1.4],[G7.1.1.5],[G7.1.1.6],[G7.1.1.7],[G7.1.1.8],[G7.1.1.9],[G7.1.1.10],[G7.1.1.11],[G7.1.1.12],[G7.1.1.13],[G7.1.1.14],[G7.1.1.15],[G7.1.1.16],[G7.1.1.17],[G7.1.1.18],[G7.1.1.19],[G7.1.1.20],[G7.1.1.21],[G7.1.1.22],[G7.1.1.23],[G7.1.1.24],[G7.1.1.25],[G7.1.1.26],[G7.1.1.27],[G7.1.1.28],[G7.1.1.29],[G7.1.1.30],[G7.1.1.31],[G7.1.1.32],[G7.1.1.33],[G7.1.1.34],[G7.1.1.35],[G7.1.1.36],[G7.1.1.37],[G7.1.1.38],[G7.1.1.39],[G7.1.1.40],[G7.1.1.41],[G7.1.1.42],[G7.1.1.43],[G7.1.1.44],[G7.1.1.45],[G7.1.1.46],[G7.1.1.47],[G7.1.1.48],[G7.1.1.49],[G7.1.1.50],[G7.1.1.51],[G7.1.1.52],[G7.1.1.53],[G7.1.1.54],[G7.1.1.55],[G7.1.1.56],[G7.1.1.57],[G7.1.1.58],[G7.1.1.59],[G7.1.1.60],[G7.1.1.61],[G7.1.1.62],[G7.1.1.63],[G7.1.1.64],[G7.1.1.65],[G7.1.1.66],[G7.1.1.67],[G7.1.1.68],[G7.1.1.69],[G7.1.1.70],[G7.1.1.71],[G7.1.1.72],[G7.1.1.73],[G7.1.1.74],[G7.1.1.75],[G7.1.1.76],[G7.1.1.77],[G7.1.1.78],[G7.1.1.79],[G7.1.1.80]
seq7010,0.074371,0.074371,0.074371,0.012395,0.037186,0.049581,0.049581,0.012395,0.024790,0.061976,0.123952,0.037186,0.024790,0.000000,0.074371,0.136348,0.049581,0.012395,0.037186,0.024790,0.003258,-0.000487,-0.001126,0.001479,-0.000812,0.004845,0.002132,0.002684,0.001082,-0.005290,-0.001354,0.003819,-0.006316,-0.002506,0.000502,-0.003012,-0.001102,-0.008102,-0.002136,0.000837,0.004170,0.003316,0.000350,-0.001097,-0.001314,-0.006749,0.002943,0.004688,-0.002792,0.000442,0.000172,0.003391,0.002315,0.000640,-0.004715,-0.000672,-0.000640,0.001842,-0.002864,-0.003461,-0.004761,-0.006612,-0.003448,0.002653,0.005058,-0.000833,0.000254,-0.006330,0.007450,0.006070,-0.005973,-0.004155,0.003783,0.007062,0.001613,0.002556,0.005021,0.003174,0.002499,0.004940
seq7011,0.087389,0.062421,0.049936,0.062421,0.000000,0.012484,0.099873,0.124841,0.012484,0.074905,0.049936,0.024968,0.024968,0.012484,0.024968,0.074905,0.062421,0.000000,0.037452,0.099873,-0.000429,0.000462,-0.003338,-0.004683,0.003668,-0.006687,0.002131,0.004789,0.012533,0.003191,0.007688,0.008908,-0.008923,-0.010458,0.011785,0.008445,-0.005712,-0.010711,0.000870,-0.003477,0.011542,0.001032,0.002709,0.007066,0.005561,-0.001100,0.004916,0.004361,-0.012361,-0.016980,0.003122,-0.002451,0.003235,-0.004295,0.002482,0.012269,0.006714,0.001634,-0.003940,-0.002185,-0.006843,-0.014176,0.005009,-0.010895,0.004074,-0.002372,0.004526,0.008821,0.002682,-0.004813,-0.009027,-0.007622,-0.004756,-0.009290,0.010099,0.002611,-0.000780,-0.001522,0.000994,0.001167
seq7012,0.064617,0.077541,0.051694,0.051694,0.000000,0.064617,0.103388,0.012923,0.000000,0.064617,0.180929,0.025847,0.038770,0.038770,0.038770,0.090464,0.038770,0.012923,0.038770,0.038770,0.007928,-0.000162,-0.009230,-0.006494,-0.002298,-0.008773,-0.007016,-0.010372,0.000722,0.002615,0.000510,0.000085,-0.001050,-0.003054,-0.000843,-0.003773,0.007837,-0.003627,0.009567,0.008776,0.001255,-0.005204,0.003800,0.006337,-0.007228,-0.001877,-0.003504,-0.000170,0.001002,0.000817,0.000589,-0.004932,-0.001733,-0.009015,0.000157,-0.002926,0.012050,0.006509,0.000137,0.004772,-0.005977,-0.001584,-0.001543,0.004979,-0.006716,-0.007576,0.002847,-0.002333,-0.002483,0.000067,-0.008232,0.000190,0.006220,0.002661,0.020031,0.014831,-0.001896,0.001114,-0.015659,-0.015000
seq7013,0.035269,0.000000,0.094051,0.058782,0.011756,0.011756,0.047025,0.058782,0.000000,0.082294,0.129319,0.094051,0.023513,0.035269,0.035269,0.058782,0.035269,0.023513,0.023513,0.082294,0.001159,-0.002627,0.002902,0.001014,-0.004108,-0.004268,0.005543,0.005741,-0.000500,-0.003007,0.004879,0.007110,-0.000395,-0.002571,0.001529,0.001356,0.008923,0.003097,0.002768,0.002737,-0.002307,-0.007319,0.003777,0.002110,0.005739,-0.000306,0.002609,0.005576,0.002725,0.001476,-0.000415,-0.004395,-0.000091,-0.002181,-0.000298,-0.000911,-0.005234,-0.004009,0.001790,-0.000402,0.007137,0.006069,0.011619,0.004377,-0.009417,-0.004458,-0.003059,-0.004738,-0.001452,-0.005209,0.008629,0.009207,-0.000361,-0.000880,-0.000413,0.007498,-0.000293,-0.000413,0.005249,0.001186
seq7014,0.063642,0.031821,0.000000,0.031821,0.000000,0.000000,0.053035,0.053035,0.000000,0.063642,0.095462,0.053035,0.031821,0.148497,0.021214,0.106069,0.010607,0.000000,0.042428,0.042428,0.012219,0.012803,-0.002921,-0.001929,-0.002723,-0.002054,0.010448,0.007855,0.008326,0.007436,0.001912,0.012131,0.002351,0.010834,-0.004546,-0.002823,0.000484,0.002390,-0.009204,-0.002978,-0.005516,0.003912,0.000569,0.005104,0.007707,0.008050,0.003106,0.000992,0.001714,0.003601,-0.002250,0.005152,0.002470,0.008813,0.012362,0.010869,0.010213,0.008519,-0.003323,-0.002291,-0.003534,0.000091,0.006188,0.012150,0.006455,0.011371,0.000613,0.006964,-0.010437,-0.001358,-0.003050,-0.000873,-0.003500,-0.004820,0.001400,0.009208,-0.009578,0.001368,-0.008298,0.001299
seq7015,0.119583,0.079722,0.039861,0.053148,0.013287,0.066435,0.026574,0.106296,0.000000,0.066435,0.093009,0.066435,0.079722,0.053148,0.013287,0.026574,0.053148,0.000000,0.039861,0.066435,-0.003973,-0.003561,0.007997,0.008591,-0.006037,-0.011052,-0.008584,-0.005448,-0.006161,-0.009492,-0.006278,-0.009537,0.007742,0.009241,-0.003265,0.001132,0.004359,0.004679,0.004928,0.010021,0.007924,0.008838,0.001459,0.002075,-0.006111,-0.008768,0.001160,0.005603,-0.005755,-0.007488,-0.000798,-0.008516,-0.007115,-0.010942,0.004072,0.005283,-0.002694,-0.001505,0.000489,0.002830,0.012806,0.014762,0.000815,0.008646,0.004340,-0.004490,-0.007576,-0.010755,-0.007521,-0.005569,-0.009393,-0.010875,-0.008082,-0.010795,-0.001890,-0.007345,-0.001195,-0.000585,0.009527,0.006871
seq7016,0.010367,0.010367,0.124406,0.000000,0.031102,0.020734,0.041469,0.031102,0.000000,0.103672,0.114039,0.020734,0.031102,0.041469,0.041469,0.072570,0.093305,0.020734,0.010367,0.010367,0.006740,0.002568,0.002977,0.003046,-0.001609,0.005543,0.002280,0.008604,0.001033,0.003816,0.004908,0.006363,0.005236,0.012765,0.001390,0.001229,0.000097,0.000590,0.003471,0.010443,0.003888,0.012373,0.000677,0.001019,0.000612,0.004218,0.001977,0.005086,0.005163,0.005138,0.000723,0.003336,0.004919,0.002490,0.008454,0.008350,0.003904,0.001757,0.002201,0.006246,-0.002848,0.000357,-0.001648,0.005032,-0.001116,0.001839,0.002727,0.000260,0.000699,0.001751,-0.002078,-0.001331,-0.000535,-0.001963,-0.001972,-0.003809,0.002891,0.002443,0.001127,0.004777
seq7017,0.044131,0.011033,0.099295,0.033098,0.000000,0.011033,0.044131,0.022066,0.011033,0.088262,0.110328,0.055164,0.022066,0.055164,0.033098,0.066197,0.066197,0.011033,0.011033,0.088262,-0.000879,0.001024,0.002620,0.002962,0.003073,0.004592,0.005321,0.006079,0.002868,0.006122,0.000060,-0.001719,0.001887,0.006437,-0.001219,-0.001150,0.008964,0.010351,0.004865,0.006781,-0.005093,-0.006061,0.003959,0.009075,0.000864,-0.000284,0.003630,0.002750,-0.002480,0.000254,0.001462,0.005805,-0.000811,0.002023,-0.000923,0.000147,-0.001364,0.006309,-0.007085,-0.006742,0.001609,0.004853,0.005910,0.009265,-0.005737,-0.002259,0.001493,0.006861,0.001502,0.003724,0.005350,0.003857,-0.003599,-0.002427,0.000270,0.006987,0.000962,0.004531,0.000141,-0.000386
seq7018,0.078963,0.065802,0.052642,0.092123,0.000000,0.000000,0.092123,0.013160,0.026321,0.092123,0.131604,0.026321,0.039481,0.052642,0.065802,0.052642,0.026321,0.013160,0.065802,0.065802,0.004601,0.004661,-0.004254,-0.003815,0.000058,0.003301,-0.007112,-0.010658,-0.003397,-0.005730,-0.001741,0.002998,-0.004655,-0.002331,-0.004546,-0.003926,-0.001817,-0.005185,-0.003631,0.000434,0.002957,0.003109,-0.001435,0.000071,0.007886,-0.000043,0.001825,-0.003792,-0.006422,-0.010010,-0.005445,0.001697,-0.014276,-0.008630,0.007722,0.008919,0.022475,0.023272,-0.001348,0.002452,0.006956,0.013916,0.000557,0.007173,-0.012499,-0.010008,-0.009903,-0.014813,-0.002382,0.003034,-0.002184,0.006251,-0.009284,-0.010686,-0.001888,-0.003185,0.008660,-0.001411,-0.001203,-0.004178
seq7019,0.077505,0.064588,0.051670,0.090423,0.000000,0.000000,0.090423,0.012918,0.025835,0.090423,0.129175,0.012918,0.051670,0.051670,0.064588,0.051670,0.025835,0.012918,0.064588,0.064588,0.001156,0.002263,-0.005635,-0.002227,-0.004694,0.001761,-0.005678,-0.009165,-0.000789,-0.003210,0.000913,0.006407,-0.007308,-0.004954,-0.004073,-0.003327,-0.001020,-0.006544,-0.002468,0.000175,0.004471,0.004395,-0.005309,-0.001525,0.008617,0.001285,0.003976,-0.002529,-0.007212,-0.011298,-0.004928,0.002284,-0.013897,-0.007386,0.006319,0.007635,0.019112,0.019082,-0.000527,0.005149,0.006306,0.013245,0.002013,0.009284,-0.008544,-0.005941,-0.006043,-0.010747,-0.001603,0.005306,-0.005012,0.002223,-0.006741,-0.006682,-0.001775,-0.003501,0.009051,0.000733,-0.000941,-0.003329
seq7020,0.075172,0.037586,0.062643,0.062643,0.000000,0.025057,0.100230,0.012529,0.037586,0.062643,0.100230,0.037586,0.050115,0.037586,0.025057,0.062643,0.050115,0.050115,0.025057,0.087701,0.000742,0.002772,-0.003814,-0.002100,-0.000349,-0.002009,-0.005000,-0.004951,-0.000031,-0.000296,-0.011566,-0.008211,-0.002977,-0.001363,0.009883,0.011542,-0.003513,-0.003021,0.003493,0.001052,0.001424,-0.009523,0.008117,0.006844,0.003301,0.010361,-0.009711,0.006951,-0.012610,-0.000206,0.009299,0.006837,0.004294,0.003829,0.001380,-0.004522,0.002828,-0.006418,-0.000680,-0.008198,0.008426,0.006706,-0.010197,-0.002426,-0.008768,-0.003572,-0.005751,0.002361,-0.008973,-0.005542,-0.007230,0.002708,-0.000430,-0.001712,-0.000835,-0.004667,0.020791,0.016916,0.007039,-0.001021
seq7021,0.098397,0.110697,0.024599,0.061498,0.012300,0.061498,0.073798,0.049199,0.012300,0.061498,0.110697,0.024599,0.012300,0.024599,0.049199,0.061498,0.049199,0.024599,0.036899,0.024599,0.002856,0.008353,-0.010810,-0.011389,0.000447,-0.000279,0.003641,0.007729,0.004938,0.004416,-0.001620,-0.011413,0.002998,-0.000149,0.005534,0.010202,0.007921,-0.002709,-0.004741,-0.008700,-0.007724,-0.008843,-0.003317,-0.004551,-0.002298,-0.006984,0.010717,0.005531,0.011205,0.011926,-0.011696,-0.005537,-0.008600,-0.013497,0.003890,0.001912,0.010990,0.024003,0.007587,0.002154,0.001609,-0.008118,0.006990,0.003463,0.002690,0.001511,-0.000566,-0.004350,-0.014889,-0.024710,0.001731,-0.010773,0.012800,0.009323,0.005436,-0.007682,0.013655,0.003566,0.000791,-0.000539
seq7022,0.114849,0.051044,0.012761,0.051044,0.012761,0.114849,0.038283,0.063805,0.012761,0.063805,0.153133,0.025522,0.025522,0.038283,0.038283,0.114849,0.038283,0.012761,0.012761,0.025522,0.001139,0.004823,-0.010479,-0.005609,-0.002765,-0.003005,0.004379,-0.000946,-0.000131,0.002912,-0.007974,-0.010241,-0.003924,0.001337,0.007444,0.007733,0.006011,0.007183,-0.005656,-0.008159,-0.007585,-0.010442,0.002313,-0.000223,0.002193,-0.003733,-0.001625,-0.004477,-0.003733,-0.004528,-0.000091,-0.002511,0.006405,0.003711,-0.000671,-0.003015,0.003971,0.011088,0.001483,0.007548,0.000055,0.001514,0.000130,0.004990,-0.001503,-0.003391,-0.003444,-0.002845,-0.004374,-0.004891,-0.004590,-0.004271,0.010540,0.013989,0.004057,0.009200,-0.001471,-0.005496,-0.002700,-0.006533
seq7023,0.082819,0.011831,0.070988,0.047325,0.035494,0.035494,0.082819,0.059157,0.000000,0.059157,0.082819,0.082819,0.070988,0.035494,0.000000,0.059157,0.047325,0.011831,0.023663,0.047325,0.003097,0.001095,-0.002526,0.000355,0.004646,0.001550,0.009946,0.007363,-0.005624,-0.006884,-0.006547,-0.003675,0.006376,0.002213,0.001865,0.002525,-0.006242,-0.006239,-0.004804,0.000623,0.004438,-0.001134,0.002532,0.004722,-0.006240,-0.004079,0.005635,0.005100,0.004284,0.005026,-0.004360,-0.005965,0.004554,0.001481,0.011137,0.003129,0.000636,0.002455,-0.000220,-0.000953,0.008012,0.003893,-0.002476,-0.009510,-0.006953,-0.004435,0.005925,0.009700,0.011801,0.007688,0.005532,-0.002434,-0.002165,0.002134,0.001718,0.002633,0.005778,0.000129,-0.007111,-0.007657
seq7024,0.083108,0.047490,0.011873,0.035618,0.023745,0.011873,0.071236,0.047490,0.023745,0.047490,0.118726,0.059363,0.035618,0.094981,0.059363,0.059363,0.023745,0.000000,0.011873,0.083108,-0.001805,-0.008190,0.007021,0.009621,0.008065,0.008501,0.002524,0.002332,0.008217,0.004988,0.006157,0.006342,0.002058,0.001497,-0.003497,-0.001907,0.006446,0.008817,0.003066,-0.001574,0.004058,0.002996,-0.006125,0.002190,-0.002229,-0.004171,-0.006954,-0.010356,0.003743,-0.000594,0.000006,-0.003794,-0.009514,-0.008422,-0.004383,0.004183,-0.010089,-0.009127,0.003710,0.001080,0.000504,-0.000757,-0.008141,-0.003886,0.003182,0.004623,-0.004999,-0.006254,0.002914,0.002223,0.007522,0.007572,0.000182,0.003295,0.003351,0.003444,-0.002349,0.001050,0.010674,0.011152
seq7025,0.083178,0.047530,0.011883,0.035648,0.023765,0.023765,0.071296,0.047530,0.023765,0.047530,0.118826,0.047530,0.035648,0.095061,0.059413,0.059413,0.023765,0.000000,0.011883,0.083178,-0.002586,-0.008131,0.005365,0.009521,0.008352,0.009032,-0.000671,0.000866,0.007252,0.004810,0.006709,0.007034,0.001475,0.000946,-0.001993,-0.000797,0.005584,0.008971,0.004024,-0.001106,0.000539,0.002225,-0.005368,0.002757,-0.002304,-0.004747,-0.007092,-0.010148,0.004949,0.000242,-0.001134,-0.004010,-0.008700,-0.007655,-0.002454,0.005299,-0.011603,-0.009375,0.004828,0.001628,0.002150,0.000240,-0.010057,-0.004961,0.004557,0.005375,-0.005630,-0.005998,0.000559,0.001858,0.006388,0.006886,0.002942,0.004679,0.003405,0.003909,-0.000594,0.002148,0.009073,0.009932
seq7026,0.113654,0.088398,0.012628,0.063141,0.050513,0.000000,0.050513,0.063141,0.012628,0.025256,0.063141,0.050513,0.025256,0.063141,0.037885,0.088398,0.050513,0.037885,0.025256,0.088398,0.000813,-0.005287,-0.000707,-0.010290,0.009703,0.009603,-0.002267,-0.006943,-0.008037,-0.005418,-0.000270,0.008308,0.004469,0.005967,-0.005083,-0.010740,0.000481,0.002531,0.008856,0.009933,0.001799,-0.003038,0.004512,0.007480,0.003752,0.006298,-0.002808,-0.006856,-0.003811,-0.007619,0.005471,0.010162,0.000560,0.000006,0.001213,-0.006869,0.003203,0.005400,-0.009081,-0.006814,0.002109,-0.008290,0.003017,0.000556,0.002942,0.004739,0.002810,-0.002363,0.013041,0.007891,-0.002461,-0.008614,-0.004639,-0.002213,-0.009720,-0.014520,-0.001793,-0.002670,-0.003340,0.004678
seq7027,0.059894,0.047915,0.035936,0.059894,0.000000,0.059894,0.107809,0.071872,0.000000,0.047915,0.047915,0.059894,0.035936,0.107809,0.023957,0.059894,0.059894,0.000000,0.011979,0.059894,-0.000789,-0.003420,-0.006161,-0.007603,0.001800,-0.007789,-0.002553,0.000566,-0.007315,-0.003748,0.003924,0.002194,0.009714,0.002723,0.008635,0.000402,0.002037,0.000085,-0.000449,-0.005188,0.001984,0.004604,0.007464,0.005019,-0.003274,-0.003892,0.005731,0.000026,0.001251,-0.000370,0.007448,0.005215,0.011373,0.002356,0.001044,0.000648,-0.012350,-0.013349,0.009410,0.008528,-0.005731,-0.001847,0.001505,0.003714,0.005575,-0.005537,0.009520,0.002138,0.006583,0.001748,-0.002312,-0.003092,0.010323,0.013076,-0.009836,-0.000239,-0.004241,-0.004439,0.003513,-0.004649
