Feature,[G7.1.1.1],[G7.1.1.2],[G7.1.1.3],[G7.1.1.4],[G7.1.1.5],[G7.1.1.6],[G7.1.1.7],[G7.1.1.8],[G7.1.1.9],[G7.1.1.10],[G7.1.1.11],[G7.1.1.12],[G7.1.1.13],[G7.1.1.14],[G7.1.1.15],[G7.1.1.16],[G7.1.1.17],[G7.1.1.18],[G7.1.1.19],[G7.1.1.20],[G7.1.1.21],[G7.1.1.22],[G7.1.1.23],[G7.1.1.24],[G7.1.1.25],[G7.1.1.26],[G7.1.1.27],[G7.1.1.28],[G7.1.1.29],[G7.1.1.30],[G7.1.1.31],[G7.1.1.32],[G7.1.1.33],[G7.1.1.34],[G7.1.1.35],[G7.1.1.36],[G7.1.1.37],[G7.1.1.38],[G7.1.1.39],[G7.1.1.40],[G7.1.1.41],[G7.1.1.42],[G7.1.1.43],[G7.1.1.44],[G7.1.1.45],[G7.1.1.46],[G7.1.1.47],[G7.1.1.48],[G7.1.1.49],[G7.1.1.50],[G7.1.1.51],[G7.1.1.52],[G7.1.1.53],[G7.1.1.54],[G7.1.1.55],[G7.1.1.56],[G7.1.1.57],[G7.1.1.58],[G7.1.1.59],[G7.1.1.60],[G7.1.1.61],[G7.1.1.62],[G7.1.1.63],[G7.1.1.64],[G7.1.1.65],[G7.1.1.66],[G7.1.1.67],[G7.1.1.68],[G7.1.1.69],[G7.1.1.70],[G7.1.1.71],[G7.1.1.72],[G7.1.1.73],[G7.1.1.74],[G7.1.1.75],[G7.1.1.76],[G7.1.1.77],[G7.1.1.78],[G7.1.1.79],[G7.1.1.80]
seq10,0.027645,0.055290,0.018430,0.092149,0.009215,0.036860,0.036860,0.055290,0.027645,0.036860,0.036860,0.036860,0.036860,0.009215,0.027645,0.110579,0.055290,0.000000,0.018430,0.009215,0.001344,0.000701,0.008679,0.010170,0.010432,0.005085,0.007918,0.002979,0.005442,0.005920,0.005944,0.000908,0.005933,0.004260,0.003062,0.001710,0.010519,0.009986,-0.001603,-0.003159,0.009448,0.002464,0.004697,0.004338,0.005170,0.001323,0.009048,0.004155,0.011118,0.006518,0.006251,0.002886,0.015318,0.010872,0.008368,0.006191,0.004463,-0.001552,0.011687,0.004059,0.002861,0.003588,0.005745,-0.000050,0.005752,0.003148,0.002645,-0.002435,-0.002956,-0.004223,0.008035,0.004039,0.003240,-0.000120,0.000826,-0.003870,0.004362,0.004152,0.002045,0.002967
seq11,0.066157,0.088210,0.058806,0.029403,0.044105,0.014702,0.022052,0.022052,0.007351,0.000000,0.007351,0.058806,0.007351,0.007351,0.022052,0.051456,0.051456,0.022052,0.000000,0.007351,0.007257,0.012343,0.010602,0.014893,0.009421,0.009803,0.008375,0.005553,0.005543,0.006706,0.000902,-0.000895,0.005549,0.005032,0.002264,0.001684,0.005808,0.007474,0.009133,0.008555,0.006267,0.012407,0.008324,0.015881,0.008646,0.011476,0.015775,0.019970,0.006710,0.010077,0.004299,0.008317,0.006192,0.004239,0.001613,0.001083,0.000679,0.002487,0.003309,0.002605,0.001319,0.002693,0.002123,0.007507,0.004547,0.011980,0.006155,0.009689,0.005710,0.008570,0.002269,0.006661,0.011643,0.013827,0.007629,0.012947,0.000162,0.000579,0.004573,0.004994
seq12,0.106647,0.082947,0.011850,0.071098,0.035549,0.023699,0.023699,0.047398,0.071098,0.035549,0.071098,0.047398,0.023699,0.059248,0.035549,0.035549,0.059248,0.011850,0.023699,0.071098,0.003154,0.000360,0.001313,-0.000441,-0.002068,-0.009329,0.000603,-0.014312,0.008897,0.007689,0.005813,0.003664,0.009142,0.013699,0.005509,0.003880,0.005294,0.003197,-0.003598,-0.005485,-0.004290,-0.012687,-0.009224,-0.011208,0.005653,0.008343,0.006161,0.008803,0.015540,0.021496,0.000080,0.003365,-0.007403,-0.009811,-0.001915,-0.008641,-0.005813,-0.011178,0.000027,0.006901,-0.001186,-0.003905,0.008045,0.005883,0.003737,0.007069,0.001266,-0.001326,-0.010323,-0.007528,-0.006572,-0.019016,-0.012087,-0.013258,0.010432,0.013881,0.007039,0.008993,0.012328,0.017377
seq13,0.080528,0.080528,0.000000,0.069024,0.046016,0.023008,0.034512,0.080528,0.011504,0.023008,0.080528,0.057520,0.011504,0.034512,0.080528,0.046016,0.057520,0.023008,0.046016,0.034512,-0.000774,0.003212,-0.001455,-0.000716,-0.000488,-0.006547,-0.001563,-0.001527,0.003376,0.004762,-0.000438,0.005928,0.006351,0.002543,-0.006925,-0.003439,0.008126,0.005776,0.009858,0.001976,-0.012919,-0.009890,0.005871,0.009125,-0.002914,-0.004135,0.010618,0.018462,0.007237,0.005585,0.000225,-0.006330,-0.005388,-0.012626,-0.002689,-0.003774,0.014588,0.010482,-0.003459,-0.000355,0.001543,0.003224,0.000787,-0.004993,0.003422,0.001387,0.006086,0.008149,0.002657,-0.005278,0.005170,0.001996,-0.000998,0.001177,0.009283,0.006625,0.005252,0.004705,-0.007645,-0.008615
seq14,0.113376,0.041227,0.030921,0.030921,0.000000,0.041227,0.030921,0.030921,0.020614,0.051534,0.041227,0.123682,0.020614,0.000000,0.030921,0.123682,0.030921,0.000000,0.030921,0.030921,0.001221,0.002117,-0.000930,-0.002495,0.011454,0.002731,0.006996,0.007353,0.003131,0.002026,0.001708,-0.001458,0.005910,0.001772,0.002016,0.002125,0.004625,-0.003283,0.011655,0.007924,-0.007949,-0.004282,0.008877,0.006101,0.003445,-0.005626,0.000176,-0.003201,0.006271,0.003464,-0.003373,-0.001563,0.007093,0.000679,0.010102,0.006282,0.001679,-0.004225,0.000320,-0.004739,0.000786,-0.004455,0.015906,0.016052,0.002033,-0.004643,0.000405,-0.007724,0.014857,0.012747,0.008532,0.011780,0.011990,0.015347,0.003350,0.000367,-0.002175,-0.007048,0.001539,-0.000324
seq15,0.049743,0.062178,0.000000,0.074614,0.037307,0.012436,0.062178,0.049743,0.049743,0.037307,0.037307,0.087050,0.049743,0.049743,0.049743,0.136792,0.000000,0.037307,0.037307,0.074614,-0.009830,-0.016474,0.005830,0.000036,0.004646,0.007548,0.011043,-0.000494,0.005171,-0.000683,0.000979,0.002810,-0.002004,-0.001949,0.015336,0.007657,-0.003822,-0.004245,-0.000652,-0.001484,0.004582,0.002522,0.003669,0.004581,0.004370,0.010489,-0.005249,-0.011986,0.008036,0.004091,0.008204,0.009699,-0.002498,-0.003943,-0.007828,-0.002973,0.011881,0.007127,0.000763,0.001313,-0.005525,-0.007581,-0.008920,-0.005475,0.008512,-0.000272,-0.002570,-0.002814,0.007173,0.013151,-0.015015,-0.016980,0.002558,0.001150,-0.004100,-0.002654,-0.003968,-0.003179,-0.004635,-0.009976
seq16,0.069987,0.058323,0.034994,0.046658,0.011665,0.034994,0.093316,0.034994,0.034994,0.046658,0.104981,0.081652,0.011665,0.023329,0.046658,0.058323,0.058323,0.011665,0.023329,0.046658,0.004640,0.002754,0.000085,0.003912,0.007291,0.012005,0.016780,0.008739,0.001498,0.001467,0.004120,0.007470,-0.000252,-0.002952,-0.002888,-0.010199,0.002761,0.011538,-0.006644,-0.008924,-0.000200,-0.003636,-0.001003,-0.005566,-0.004079,-0.009544,-0.008611,-0.015209,0.002566,-0.004345,-0.002504,-0.012348,0.003402,-0.009856,0.003667,-0.003682,-0.005742,-0.009408,0.007454,0.002931,0.011011,-0.001617,-0.004469,-0.007597,-0.001070,-0.001418,0.008350,0.012434,0.009655,0.005536,0.005914,0.007994,-0.004029,0.003553,0.001876,0.006063,0.007989,0.009645,0.009988,0.009542
seq17,0.113619,0.037873,0.037873,0.050497,0.012624,0.012624,0.126243,0.100995,0.025249,0.113619,0.050497,0.050497,0.037873,0.000000,0.012624,0.050497,0.025249,0.000000,0.050497,0.100995,0.000121,-0.001631,-0.001065,-0.001777,0.006080,0.002181,0.004443,0.005682,0.008256,0.007114,-0.009416,-0.012032,0.001210,0.007336,0.011493,0.000548,0.004255,0.007666,0.001498,-0.001332,-0.004575,-0.002232,0.014076,0.009083,0.000561,-0.003069,-0.006115,-0.000924,0.002263,0.000264,0.005678,0.008329,0.001176,-0.004717,-0.013653,-0.011507,-0.009686,-0.003747,0.001245,0.000001,0.006139,0.005306,-0.008430,-0.006113,-0.014741,-0.005251,0.004019,0.000416,-0.003731,-0.001056,-0.004491,-0.000810,-0.000834,-0.004244,-0.001454,-0.006150,0.005230,0.002353,-0.001029,0.001846
seq18,0.123673,0.086571,0.049469,0.049469,0.012367,0.012367,0.074204,0.074204,0.000000,0.037102,0.061837,0.012367,0.024735,0.049469,0.037102,0.061837,0.111306,0.024735,0.000000,0.086571,-0.002210,-0.004916,-0.004362,-0.007893,0.001450,-0.001870,0.005642,0.008811,-0.001998,-0.001499,-0.003073,-0.001008,0.008922,0.000574,0.005010,0.007452,-0.013513,-0.014923,-0.000355,0.003267,-0.003575,-0.011182,0.002906,0.006423,0.001031,-0.005826,0.005923,0.006568,-0.006465,0.000461,-0.003929,-0.007577,-0.005836,-0.012424,0.000212,0.012531,0.001898,0.003200,0.009335,0.010795,0.003169,-0.009297,-0.006241,-0.002753,0.003371,-0.001965,0.014187,0.015090,0.002503,-0.000959,0.007724,0.011005,0.005900,0.002859,0.005601,0.002460,-0.012936,-0.014939,-0.000148,-0.001998
seq19,0.164775,0.070618,0.011770,0.023539,0.000000,0.023539,0.035309,0.105927,0.035309,0.023539,0.082388,0.105927,0.011770,0.011770,0.011770,0.070618,0.058848,0.000000,0.023539,0.070618,-0.004958,-0.008958,0.004748,0.003539,0.010124,0.007803,0.006152,0.009657,0.006256,-0.001981,0.001882,0.005235,0.000840,-0.004447,0.009465,0.007481,-0.000467,-0.000813,-0.000965,-0.009089,0.007840,0.009912,0.000044,0.002990,-0.002177,-0.006282,-0.005666,-0.004583,0.009221,0.013409,-0.002036,-0.009188,-0.003664,-0.006055,-0.000206,-0.001977,-0.003096,-0.001353,0.004812,0.002534,-0.008534,-0.009557,-0.000939,-0.003558,-0.000032,0.001292,0.001627,0.002722,0.003881,-0.005790,0.005318,0.008243,0.000806,-0.004390,0.003592,-0.000452,-0.000445,-0.007355,0.014577,0.011437
seq20,0.151479,0.069913,0.011652,0.023304,0.000000,0.023304,0.034957,0.104870,0.034957,0.023304,0.081566,0.104870,0.011652,0.011652,0.011652,0.081566,0.058261,0.000000,0.023304,0.069913,-0.004046,-0.007295,0.004481,0.002898,0.010000,0.007942,0.006558,0.009658,0.006189,-0.000705,0.001759,0.005503,0.001714,-0.002901,0.009296,0.008205,-0.000613,-0.001519,-0.000899,-0.008587,0.007404,0.008974,0.000074,0.003161,-0.002464,-0.007268,-0.005777,-0.005067,0.008765,0.012642,-0.001471,-0.009073,-0.003541,-0.004650,-0.000203,-0.002734,-0.002824,-0.001004,0.004670,0.003802,-0.008152,-0.009275,-0.001344,-0.004220,0.000308,0.002194,0.001545,0.002735,0.004413,-0.004117,0.005764,0.008205,0.001131,-0.004265,0.003325,-0.000523,0.000229,-0.006909,0.014739,0.010987
seq21,0.104154,0.081009,0.046291,0.011573,0.000000,0.023145,0.138872,0.046291,0.011573,0.081009,0.081009,0.069436,0.046291,0.046291,0.011573,0.069436,0.023145,0.000000,0.011573,0.023145,0.005242,0.001425,-0.012315,-0.015577,0.010658,0.004670,0.003271,0.002742,-0.000126,0.004614,0.006574,0.003428,0.006854,-0.001282,-0.005701,-0.015740,0.001943,-0.001692,-0.000789,-0.003393,-0.000895,-0.005842,0.007955,-0.004850,0.006802,-0.002616,0.006944,0.005547,0.006304,0.001308,0.001293,-0.003585,-0.001646,-0.010087,0.007070,0.008650,0.011391,0.019883,-0.004911,-0.006308,-0.002002,-0.008719,0.004289,-0.002144,0.002094,0.005115,0.004931,0.006618,0.006053,0.004452,0.008718,0.006838,-0.006952,-0.009862,0.005836,0.005641,0.009331,0.007899,-0.002776,-0.008383
seq22,0.069447,0.057872,0.034723,0.057872,0.011574,0.023149,0.092595,0.092595,0.023149,0.092595,0.057872,0.023149,0.023149,0.023149,0.092595,0.034723,0.023149,0.000000,0.034723,0.057872,-0.002608,-0.004607,0.001340,0.004676,-0.001989,0.000378,0.007000,0.004773,-0.002960,-0.004980,-0.000486,-0.002787,0.003875,0.003250,0.003252,0.007560,-0.004357,-0.000624,-0.001691,0.003061,0.004624,0.006968,0.011167,0.005690,0.005254,0.000673,0.001905,-0.001633,-0.000984,0.000734,-0.000456,-0.004795,0.011549,0.014787,0.002504,-0.003897,-0.001368,-0.004247,0.003776,0.002783,0.006552,0.006114,-0.009087,-0.009606,-0.003595,0.001748,0.004799,0.003913,0.008932,0.011749,-0.006767,-0.010047,0.000405,-0.002646,0.005542,0.001609,0.004985,-0.001452,0.000816,-0.007026
seq23,0.063141,0.050513,0.037885,0.050513,0.012628,0.050513,0.075769,0.050513,0.000000,0.088398,0.113654,0.050513,0.037885,0.037885,0.063141,0.075769,0.113654,0.000000,0.000000,0.037885,-0.006356,-0.008606,-0.009090,-0.013671,0.006895,0.008155,0.002182,-0.002227,-0.000799,0.003014,0.001810,0.006716,-0.006870,-0.005180,0.004100,0.001775,-0.000368,-0.000130,-0.000540,0.002661,-0.000629,-0.001864,0.000943,0.001107,0.014027,0.015081,-0.007285,-0.014916,-0.003164,-0.004993,0.014891,0.019155,-0.002789,-0.007013,-0.003925,-0.006330,0.014553,0.008985,-0.004362,-0.012078,-0.000179,0.003011,0.003802,0.006853,0.000369,-0.001494,-0.001231,-0.007651,-0.001215,-0.006610,0.000037,-0.003840,-0.004278,-0.003102,-0.003693,-0.002140,0.014869,0.010152,-0.003403,-0.013382
seq24,0.040491,0.060736,0.050613,0.040491,0.010123,0.040491,0.091104,0.010123,0.020245,0.030368,0.060736,0.091104,0.040491,0.020245,0.020245,0.060736,0.030368,0.010123,0.020245,0.060736,0.000513,-0.001310,0.001138,-0.008805,0.006620,0.005034,0.014095,0.014681,0.000223,-0.006874,-0.001022,-0.002885,0.000047,-0.000377,0.004250,0.003397,0.001373,-0.006453,0.000774,0.005750,0.005968,0.007323,0.005669,0.001143,0.000176,-0.006753,0.007685,0.016775,0.004762,0.001757,0.002098,-0.001783,0.004875,0.001879,0.011729,0.011667,0.007703,0.004176,0.004516,0.006317,0.009861,0.004631,-0.002672,-0.008970,0.012404,0.008436,0.003343,0.008795,0.009457,0.002315,-0.003706,-0.009346,0.011257,-0.002183,0.004625,0.009854,-0.000488,0.002667,0.003512,-0.001452
seq25,0.092869,0.058043,0.058043,0.023217,0.011609,0.046434,0.116086,0.023217,0.011609,0.046434,0.092869,0.081260,0.034826,0.034826,0.000000,0.081260,0.034826,0.000000,0.023217,0.058043,0.007885,0.006847,0.004762,0.006880,0.004266,-0.004584,0.005577,-0.002631,0.000002,-0.000675,0.000642,0.001728,0.012017,0.003645,0.011703,0.011678,0.003357,0.000093,-0.000220,-0.004452,0.000013,-0.008434,0.007050,0.003149,-0.008607,-0.016622,0.001100,0.000650,-0.002132,-0.004971,-0.006122,-0.010632,0.001734,-0.004051,-0.003975,-0.014769,0.003113,0.006407,0.001213,-0.002823,0.008117,-0.003291,-0.003627,-0.006121,-0.004117,-0.009172,0.002604,0.005202,0.004896,0.002766,0.009980,0.009943,0.010325,0.013125,0.011216,0.003216,0.009974,0.002814,-0.000905,-0.005447
seq26,0.074046,0.037023,0.049364,0.074046,0.012341,0.037023,0.012341,0.061705,0.037023,0.061705,0.049364,0.049364,0.037023,0.074046,0.123410,0.049364,0.061705,0.012341,0.037023,0.037023,0.003294,-0.002315,-0.003014,-0.003115,-0.002706,-0.000495,0.008626,0.004953,-0.000614,-0.000705,0.000106,-0.003155,0.008351,0.006795,-0.002126,-0.000484,-0.006155,-0.004702,-0.006943,-0.005831,0.003021,0.005649,0.001353,0.000782,0.009854,0.009990,-0.001007,0.000234,-0.004874,-0.007369,-0.002935,-0.001546,0.005246,0.008602,0.000279,-0.002523,0.004799,0.000709,0.007218,0.001307,-0.004079,-0.000537,-0.007839,-0.007754,0.001841,-0.002719,0.009968,0.008623,-0.000145,0.003194,-0.007405,-0.001240,-0.002855,0.000562,-0.007899,-0.006996,-0.003956,0.002176,0.006403,0.004822
seq27,0.130892,0.076354,0.021815,0.010908,0.000000,0.043631,0.087262,0.065446,0.021815,0.032723,0.098169,0.087262,0.032723,0.000000,0.043631,0.043631,0.010908,0.000000,0.000000,0.065446,-0.000790,0.000127,0.007802,0.005347,0.000587,-0.006930,0.008866,0.000594,0.000513,-0.003325,0.014104,0.009590,0.006594,0.004519,0.008070,-0.000074,0.007365,0.006052,-0.003613,-0.011403,0.001014,-0.001481,0.005006,-0.001517,0.005647,0.002983,0.002185,0.001439,0.014444,0.010019,-0.001781,-0.001782,0.004558,-0.006413,0.004235,0.001706,0.005267,-0.004353,-0.001487,-0.003527,0.010424,-0.005408,0.001665,0.005268,0.006831,0.004954,0.008710,0.012044,0.012821,0.008146,-0.008441,-0.014993,0.009299,0.001790,0.000537,-0.009365,0.005927,-0.000749,-0.000674,-0.011557
