Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50]
seq6344,0.099392,0.038228,0.007646,0.045873,0.022937,0.015291,0.030582,0.084101,0.015291,0.022937,0.030582,0.000000,0.030582,0.007646,0.053519,0.015291,0.038228,0.007646,0.000000,0.045873,0.013587,0.014785,0.013125,0.013818,0.011739,0.013436,0.014123,0.011862,0.011485,0.012271,0.011856,0.013622,0.011974,0.012181,0.013200,0.013338,0.011228,0.012216,0.011642,0.014400,0.013835,0.014966,0.012391,0.012408,0.013684,0.013495,0.013524,0.011773,0.012308,0.014081,0.160859,0.061869,0.012374,0.074243,0.037121,0.024748,0.049495,0.136111,0.024748,0.037121,0.049495,0.000000,0.049495,0.012374,0.086616,0.024748,0.061869,0.012374,0.000000,0.074243,0.000418,0.000310,0.000388,0.000273,0.000344,0.000346,0.000345,0.000313,0.000352,0.000296,0.000337,0.000326,0.000382,0.000337,0.000238,0.000394,0.000360,0.000351,0.000241,0.000315,0.000357,0.000373,0.000283,0.000421,0.000267,0.000453,0.000221,0.000456,0.000287,0.000315,0.086533,0.033282,0.006656,0.039938,0.019969,0.013313,0.026626,0.073220,0.013313,0.019969,0.026626,0.000000,0.026626,0.006656,0.046595,0.013313,0.033282,0.006656,0.000000,0.039938,0.016999,0.017696,0.016433,0.016686,0.014157,0.016530,0.018562,0.013589,0.014980,0.016402,0.015147,0.017371,0.014715,0.014936,0.014995,0.016572,0.013988,0.014692,0.012692,0.016375,0.015612,0.019243,0.012371,0.013640,0.017921,0.016479,0.014031,0.012707,0.014136,0.017830
seq6345,0.067299,0.020190,0.026920,0.026920,0.000000,0.033650,0.013460,0.033650,0.006730,0.033650,0.100949,0.026920,0.020190,0.013460,0.000000,0.033650,0.026920,0.000000,0.013460,0.040380,0.016877,0.017684,0.013315,0.015048,0.014284,0.015244,0.014098,0.015579,0.015845,0.012339,0.015496,0.016392,0.014313,0.017596,0.014215,0.012859,0.014804,0.016057,0.015128,0.015650,0.016550,0.016915,0.014582,0.015602,0.018409,0.011672,0.015340,0.018239,0.016251,0.015219,0.123843,0.037153,0.049537,0.049537,0.000000,0.061922,0.024769,0.061922,0.012384,0.061922,0.185765,0.049537,0.037153,0.024769,0.000000,0.061922,0.049537,0.000000,0.024769,0.074306,0.000287,0.000291,0.000271,0.000313,0.000338,0.000311,0.000355,0.000334,0.000247,0.000326,0.000234,0.000247,0.000282,0.000262,0.000296,0.000375,0.000331,0.000328,0.000383,0.000337,0.000360,0.000327,0.000259,0.000286,0.000312,0.000240,0.000269,0.000326,0.000327,0.000397,0.063021,0.018906,0.025208,0.025208,0.000000,0.031510,0.012604,0.031510,0.006302,0.031510,0.094531,0.025208,0.018906,0.012604,0.000000,0.031510,0.025208,0.000000,0.012604,0.037812,0.017536,0.017751,0.012648,0.014637,0.014615,0.018300,0.015820,0.015089,0.018096,0.014802,0.016648,0.017553,0.014849,0.017722,0.018380,0.015877,0.016806,0.016484,0.016827,0.016237,0.016670,0.019509,0.013060,0.018046,0.020999,0.011525,0.016664,0.019953,0.016762,0.015968
seq6346,0.044697,0.022349,0.007450,0.044697,0.007450,0.022349,0.014899,0.134092,0.007450,0.014899,0.067046,0.044697,0.014899,0.007450,0.052147,0.037248,0.007450,0.000000,0.000000,0.044697,0.013995,0.013427,0.012216,0.012404,0.012269,0.011723,0.014967,0.014720,0.011893,0.014870,0.015736,0.013138,0.013993,0.014665,0.012961,0.013980,0.015436,0.011046,0.013515,0.013889,0.010299,0.013370,0.012468,0.013450,0.014164,0.013010,0.012276,0.012153,0.018166,0.013839,0.074226,0.037113,0.012371,0.074226,0.012371,0.037113,0.024742,0.222678,0.012371,0.024742,0.111339,0.074226,0.024742,0.012371,0.086597,0.061855,0.012371,0.000000,0.000000,0.074226,0.000396,0.000348,0.000189,0.000416,0.000395,0.000217,0.000439,0.000446,0.000205,0.000450,0.000407,0.000197,0.000425,0.000362,0.000213,0.000450,0.000386,0.000184,0.000436,0.000356,0.000247,0.000473,0.000420,0.000217,0.000424,0.000392,0.000167,0.000492,0.000343,0.000228,0.039974,0.019987,0.006662,0.039974,0.006662,0.019987,0.013325,0.119923,0.006662,0.013325,0.059961,0.039974,0.013325,0.006662,0.046637,0.033312,0.006662,0.000000,0.000000,0.039974,0.018818,0.015742,0.012464,0.016445,0.014625,0.013373,0.017903,0.018592,0.013680,0.017424,0.018337,0.014358,0.016166,0.018921,0.013170,0.016667,0.019073,0.011403,0.016926,0.016429,0.010479,0.018362,0.014233,0.014861,0.015545,0.014934,0.014035,0.012856,0.020132,0.011056
seq6347,0.084992,0.070827,0.000000,0.000000,0.014165,0.000000,0.014165,0.092075,0.000000,0.000000,0.070827,0.000000,0.007083,0.007083,0.092075,0.042496,0.007083,0.035413,0.000000,0.028331,0.014608,0.015528,0.013209,0.015636,0.014331,0.012161,0.015808,0.013067,0.015152,0.014446,0.014665,0.013393,0.013547,0.015396,0.015176,0.013099,0.013382,0.014802,0.014450,0.015126,0.016500,0.012445,0.013388,0.017592,0.012712,0.013750,0.017299,0.012190,0.014545,0.015983,0.148889,0.124074,0.000000,0.000000,0.024815,0.000000,0.024815,0.161296,0.000000,0.000000,0.124074,0.000000,0.012407,0.012407,0.161296,0.074444,0.012407,0.062037,0.000000,0.049630,0.000281,0.000227,0.000257,0.000257,0.000274,0.000292,0.000271,0.000217,0.000225,0.000248,0.000271,0.000215,0.000205,0.000270,0.000233,0.000246,0.000215,0.000257,0.000287,0.000245,0.000235,0.000290,0.000230,0.000245,0.000235,0.000216,0.000236,0.000290,0.000207,0.000231,0.069379,0.057816,0.000000,0.000000,0.011563,0.000000,0.011563,0.075160,0.000000,0.000000,0.057816,0.000000,0.005782,0.005782,0.075160,0.034689,0.005782,0.028908,0.000000,0.023126,0.019119,0.019364,0.017783,0.017125,0.018100,0.014298,0.019695,0.015271,0.017719,0.014954,0.020103,0.016840,0.017173,0.020650,0.019755,0.014597,0.015984,0.018162,0.018953,0.017907,0.019021,0.015717,0.016234,0.023895,0.015255,0.015822,0.024104,0.017499,0.016625,0.019753
seq6348,0.081526,0.081526,0.008153,0.048916,0.008153,0.016305,0.040763,0.097832,0.000000,0.008153,0.048916,0.040763,0.016305,0.000000,0.016305,0.065221,0.024458,0.000000,0.000000,0.048916,0.009371,0.011080,0.012084,0.011205,0.011352,0.013065,0.012234,0.012123,0.012526,0.012601,0.013416,0.013351,0.011145,0.012186,0.012587,0.012993,0.011417,0.011941,0.011829,0.009486,0.011073,0.010116,0.010162,0.011834,0.012748,0.012879,0.010593,0.010428,0.010978,0.008988,0.123939,0.123939,0.012394,0.074363,0.012394,0.024788,0.061969,0.148726,0.000000,0.012394,0.074363,0.061969,0.024788,0.000000,0.024788,0.099151,0.037182,0.000000,0.000000,0.074363,0.000276,0.000269,0.000266,0.000236,0.000259,0.000316,0.000273,0.000232,0.000237,0.000330,0.000270,0.000260,0.000275,0.000321,0.000295,0.000275,0.000282,0.000279,0.000286,0.000258,0.000282,0.000329,0.000314,0.000211,0.000296,0.000313,0.000287,0.000316,0.000329,0.000321,0.078528,0.078528,0.007853,0.047117,0.007853,0.015706,0.039264,0.094233,0.000000,0.007853,0.047117,0.039264,0.015706,0.000000,0.015706,0.062822,0.023558,0.000000,0.000000,0.047117,0.008923,0.011089,0.012124,0.012213,0.011775,0.014060,0.011736,0.012033,0.013429,0.014268,0.015940,0.013512,0.012660,0.013100,0.013719,0.015101,0.013786,0.014756,0.014649,0.011281,0.012285,0.008059,0.010500,0.010672,0.011042,0.014290,0.011535,0.012380,0.011701,0.009159
seq6349,0.020574,0.034291,0.013716,0.041149,0.006858,0.027432,0.075439,0.020574,0.020574,0.027432,0.061723,0.027432,0.013716,0.006858,0.034291,0.041149,0.020574,0.006858,0.027432,0.020574,0.014835,0.017535,0.014757,0.016025,0.015631,0.015274,0.014594,0.013235,0.013865,0.015621,0.014648,0.014188,0.015658,0.016142,0.015197,0.014518,0.015954,0.016913,0.013600,0.013622,0.015694,0.013279,0.015581,0.015328,0.014342,0.018621,0.013712,0.013851,0.017496,0.011633,0.037206,0.062010,0.024804,0.074412,0.012402,0.049608,0.136422,0.037206,0.037206,0.049608,0.111618,0.049608,0.024804,0.012402,0.062010,0.074412,0.037206,0.012402,0.049608,0.037206,0.000261,0.000282,0.000289,0.000321,0.000294,0.000266,0.000297,0.000282,0.000262,0.000196,0.000227,0.000301,0.000269,0.000292,0.000291,0.000267,0.000280,0.000264,0.000222,0.000164,0.000266,0.000268,0.000273,0.000306,0.000302,0.000255,0.000222,0.000224,0.000242,0.000153,0.018847,0.031411,0.012564,0.037693,0.006282,0.025129,0.069105,0.018847,0.018847,0.025129,0.056540,0.025129,0.012564,0.006282,0.031411,0.037693,0.018847,0.006282,0.025129,0.018847,0.017778,0.021072,0.016684,0.017121,0.015250,0.018998,0.017858,0.014751,0.016024,0.016038,0.016085,0.017246,0.016794,0.014711,0.017509,0.018785,0.015652,0.017990,0.013457,0.015407,0.019019,0.012785,0.014846,0.017532,0.013607,0.019984,0.016932,0.016331,0.018238,0.012932
seq6350,0.042675,0.049788,0.042675,0.021338,0.028450,0.021338,0.007113,0.049788,0.014225,0.028450,0.078238,0.014225,0.014225,0.007113,0.028450,0.042675,0.035563,0.007113,0.000000,0.035563,0.017544,0.012999,0.014163,0.015762,0.013113,0.017210,0.012478,0.013972,0.013509,0.015158,0.014867,0.015559,0.016422,0.013134,0.015938,0.010736,0.015135,0.015162,0.013358,0.017424,0.011175,0.015166,0.014659,0.014137,0.013904,0.011614,0.016797,0.013231,0.013138,0.013536,0.074254,0.086630,0.074254,0.037127,0.049503,0.037127,0.012376,0.086630,0.024751,0.049503,0.136133,0.024751,0.024751,0.012376,0.049503,0.074254,0.061879,0.012376,0.000000,0.061879,0.000347,0.000352,0.000358,0.000326,0.000331,0.000309,0.000303,0.000348,0.000308,0.000305,0.000322,0.000391,0.000333,0.000313,0.000344,0.000353,0.000363,0.000371,0.000290,0.000289,0.000316,0.000359,0.000297,0.000271,0.000356,0.000325,0.000353,0.000297,0.000357,0.000354,0.038260,0.044637,0.038260,0.019130,0.025507,0.019130,0.006377,0.044637,0.012753,0.025507,0.070144,0.012753,0.012753,0.006377,0.025507,0.038260,0.031884,0.006377,0.000000,0.031884,0.020682,0.016864,0.015909,0.018167,0.013404,0.018746,0.014953,0.016199,0.014853,0.016282,0.017830,0.016836,0.017547,0.015070,0.019146,0.014341,0.016107,0.019651,0.015815,0.018544,0.010612,0.017563,0.016757,0.016705,0.013875,0.013216,0.021268,0.011426,0.016975,0.014520
seq6351,0.022268,0.066803,0.014845,0.029690,0.022268,0.022268,0.022268,0.066803,0.007423,0.029690,0.051958,0.051958,0.007423,0.022268,0.029690,0.029690,0.007423,0.007423,0.014845,0.066803,0.015587,0.015302,0.013104,0.014179,0.013909,0.014838,0.012576,0.012159,0.014217,0.014946,0.012805,0.011603,0.015820,0.015268,0.010894,0.014875,0.012125,0.011967,0.013792,0.013723,0.015924,0.013480,0.013111,0.012507,0.012669,0.012853,0.013692,0.012753,0.013184,0.012336,0.037126,0.111379,0.024751,0.049502,0.037126,0.037126,0.037126,0.111379,0.012375,0.049502,0.086628,0.086628,0.012375,0.037126,0.049502,0.049502,0.012375,0.012375,0.024751,0.111379,0.000294,0.000348,0.000316,0.000381,0.000393,0.000360,0.000366,0.000378,0.000400,0.000389,0.000303,0.000293,0.000293,0.000283,0.000257,0.000301,0.000272,0.000323,0.000296,0.000367,0.000437,0.000337,0.000295,0.000327,0.000308,0.000334,0.000307,0.000324,0.000376,0.000306,0.019307,0.057920,0.012871,0.025742,0.019307,0.019307,0.019307,0.057920,0.006436,0.025742,0.045049,0.045049,0.006436,0.019307,0.025742,0.025742,0.006436,0.006436,0.012871,0.057920,0.018646,0.016791,0.016361,0.016985,0.016382,0.018136,0.014292,0.015108,0.015178,0.016768,0.016899,0.015327,0.016202,0.020203,0.013090,0.015427,0.013692,0.013860,0.018179,0.018311,0.018373,0.017924,0.016882,0.013503,0.013569,0.017691,0.014753,0.013112,0.017436,0.016078
seq6352,0.048945,0.013984,0.013984,0.041952,0.000000,0.013984,0.027968,0.041952,0.020976,0.041952,0.020976,0.034960,0.055937,0.013984,0.027968,0.034960,0.027968,0.000000,0.020976,0.055937,0.016099,0.014983,0.013486,0.016569,0.015989,0.014874,0.012068,0.015398,0.013205,0.014291,0.015198,0.016421,0.014750,0.013639,0.016372,0.013088,0.013994,0.015537,0.015906,0.014395,0.015499,0.013608,0.013146,0.014173,0.012670,0.017027,0.012433,0.015591,0.015414,0.014812,0.086562,0.024732,0.024732,0.074196,0.000000,0.024732,0.049464,0.074196,0.037098,0.074196,0.037098,0.061830,0.098928,0.024732,0.049464,0.061830,0.049464,0.000000,0.037098,0.098928,0.000307,0.000375,0.000400,0.000375,0.000367,0.000357,0.000339,0.000371,0.000410,0.000344,0.000338,0.000366,0.000322,0.000339,0.000360,0.000351,0.000301,0.000314,0.000365,0.000353,0.000347,0.000448,0.000324,0.000372,0.000367,0.000346,0.000343,0.000379,0.000364,0.000376,0.045929,0.013123,0.013123,0.039368,0.000000,0.013123,0.026245,0.039368,0.019684,0.039368,0.019684,0.032807,0.052491,0.013123,0.026245,0.032807,0.026245,0.000000,0.019684,0.052491,0.016585,0.016764,0.016528,0.019188,0.015229,0.016729,0.012362,0.014256,0.016990,0.017167,0.018696,0.017838,0.016814,0.014665,0.014478,0.016338,0.012954,0.016487,0.016925,0.015944,0.016629,0.012483,0.014476,0.016059,0.013777,0.015544,0.014739,0.017041,0.016221,0.015185
seq6353,0.034015,0.027212,0.027212,0.020409,0.000000,0.013606,0.054424,0.034015,0.006803,0.047621,0.074832,0.020409,0.020409,0.006803,0.020409,0.054424,0.034015,0.000000,0.006803,0.040818,0.016903,0.016745,0.013845,0.016060,0.018030,0.016538,0.013945,0.013634,0.016611,0.015500,0.015047,0.015571,0.014804,0.013592,0.013852,0.015472,0.015877,0.013516,0.016005,0.016303,0.012803,0.018800,0.014236,0.015711,0.012986,0.014049,0.013341,0.014745,0.017330,0.013913,0.061939,0.049551,0.049551,0.037163,0.000000,0.024776,0.099102,0.061939,0.012388,0.086714,0.136265,0.037163,0.037163,0.012388,0.037163,0.099102,0.061939,0.000000,0.012388,0.074327,0.000318,0.000345,0.000276,0.000311,0.000336,0.000290,0.000328,0.000262,0.000316,0.000309,0.000245,0.000252,0.000300,0.000211,0.000324,0.000316,0.000268,0.000328,0.000331,0.000360,0.000289,0.000226,0.000294,0.000366,0.000247,0.000331,0.000310,0.000300,0.000300,0.000288,0.030923,0.024739,0.024739,0.018554,0.000000,0.012369,0.049477,0.030923,0.006185,0.043293,0.068031,0.018554,0.018554,0.006185,0.018554,0.049477,0.030923,0.000000,0.006185,0.037108,0.020144,0.016184,0.016524,0.014585,0.018334,0.017973,0.014349,0.014773,0.020827,0.018390,0.015354,0.016452,0.017749,0.015115,0.014676,0.018830,0.018958,0.014029,0.015590,0.018490,0.015278,0.022664,0.013225,0.022037,0.012868,0.016470,0.014960,0.017967,0.018116,0.014318
seq6354,0.021864,0.029152,0.029152,0.021864,0.007288,0.021864,0.014576,0.072879,0.014576,0.029152,0.021864,0.036440,0.021864,0.021864,0.036440,0.043728,0.029152,0.014576,0.036440,0.058303,0.015361,0.014295,0.013669,0.012120,0.013986,0.016177,0.013379,0.012545,0.013699,0.015413,0.014058,0.012486,0.015363,0.015942,0.013212,0.013288,0.013178,0.015162,0.011605,0.015008,0.013308,0.013341,0.010549,0.014362,0.012929,0.014229,0.013283,0.015047,0.016001,0.013968,0.037050,0.049400,0.049400,0.037050,0.012350,0.037050,0.024700,0.123501,0.024700,0.049400,0.037050,0.061751,0.037050,0.037050,0.061751,0.074101,0.049400,0.024700,0.061751,0.098801,0.000392,0.000350,0.000395,0.000371,0.000455,0.000483,0.000331,0.000426,0.000366,0.000378,0.000351,0.000438,0.000424,0.000399,0.000478,0.000433,0.000465,0.000410,0.000416,0.000325,0.000302,0.000448,0.000357,0.000456,0.000420,0.000471,0.000400,0.000366,0.000396,0.000287,0.016770,0.022360,0.022360,0.016770,0.005590,0.016770,0.011180,0.055901,0.011180,0.022360,0.016770,0.027951,0.016770,0.016770,0.027951,0.033541,0.022360,0.011180,0.027951,0.044721,0.018657,0.017506,0.019975,0.016511,0.017876,0.022494,0.018274,0.016706,0.017250,0.021210,0.018668,0.017176,0.021232,0.020024,0.020224,0.017632,0.016508,0.019130,0.014801,0.018713,0.016580,0.017998,0.015323,0.019616,0.014660,0.020290,0.019614,0.019621,0.020309,0.018213
seq6355,0.008293,0.091218,0.033170,0.074633,0.024878,0.008293,0.033170,0.008293,0.049755,0.016585,0.008293,0.074633,0.016585,0.000000,0.008293,0.107803,0.008293,0.024878,0.066340,0.000000,0.011528,0.011165,0.011568,0.012333,0.009163,0.011402,0.011062,0.011977,0.011986,0.010042,0.009617,0.011887,0.011246,0.011200,0.013045,0.010360,0.012708,0.012106,0.012019,0.011538,0.010607,0.011823,0.011082,0.009910,0.010865,0.011694,0.010453,0.012024,0.010022,0.010167,0.012435,0.136783,0.049739,0.111913,0.037304,0.012435,0.049739,0.012435,0.074609,0.024870,0.012435,0.111913,0.024870,0.000000,0.012435,0.161653,0.012435,0.037304,0.099478,0.000000,0.000185,0.000161,0.000174,0.000189,0.000172,0.000196,0.000207,0.000172,0.000196,0.000196,0.000157,0.000191,0.000150,0.000195,0.000177,0.000194,0.000202,0.000188,0.000132,0.000165,0.000205,0.000153,0.000162,0.000162,0.000128,0.000174,0.000168,0.000151,0.000184,0.000131,0.006579,0.072374,0.026318,0.059215,0.019738,0.006579,0.026318,0.006579,0.039477,0.013159,0.006579,0.059215,0.013159,0.000000,0.006579,0.085533,0.006579,0.019738,0.052636,0.000000,0.017011,0.016009,0.017889,0.016640,0.013595,0.017593,0.014939,0.019344,0.015644,0.013494,0.013834,0.016020,0.017431,0.014853,0.019083,0.015071,0.017175,0.018225,0.018021,0.014306,0.014633,0.015710,0.013484,0.014046,0.015438,0.017488,0.013591,0.015093,0.014155,0.013828
seq6356,0.100861,0.014409,0.000000,0.007204,0.007204,0.043226,0.007204,0.057635,0.014409,0.064839,0.064839,0.000000,0.007204,0.021613,0.028817,0.028817,0.064839,0.007204,0.007204,0.028817,0.013419,0.013442,0.012994,0.013604,0.013388,0.011791,0.011402,0.013655,0.015232,0.012999,0.011631,0.014598,0.011757,0.012861,0.013791,0.014836,0.014630,0.012938,0.015044,0.015265,0.014620,0.015826,0.015031,0.015339,0.014141,0.015741,0.015359,0.016325,0.014833,0.017158,0.173604,0.024801,0.000000,0.012400,0.012400,0.074402,0.012400,0.099202,0.024801,0.111602,0.111602,0.000000,0.012400,0.037201,0.049601,0.049601,0.111602,0.012400,0.012400,0.049601,0.000278,0.000199,0.000284,0.000255,0.000272,0.000309,0.000234,0.000280,0.000243,0.000292,0.000223,0.000285,0.000274,0.000301,0.000255,0.000310,0.000258,0.000264,0.000278,0.000264,0.000275,0.000257,0.000226,0.000274,0.000260,0.000221,0.000281,0.000279,0.000287,0.000263,0.080110,0.011444,0.000000,0.005722,0.005722,0.034333,0.005722,0.045777,0.011444,0.051500,0.051500,0.000000,0.005722,0.017167,0.022889,0.022889,0.051500,0.005722,0.005722,0.022889,0.017218,0.016353,0.018195,0.016771,0.017047,0.015088,0.013703,0.018290,0.020448,0.018559,0.014340,0.018474,0.015505,0.015984,0.017033,0.017026,0.020064,0.015541,0.019520,0.019046,0.017331,0.019075,0.020599,0.021243,0.017231,0.019550,0.019749,0.020610,0.019615,0.023017
seq6357,0.086975,0.015814,0.055348,0.007907,0.000000,0.031627,0.007907,0.063255,0.007907,0.000000,0.055348,0.023721,0.007907,0.000000,0.047441,0.063255,0.086975,0.000000,0.007907,0.063255,0.010411,0.012784,0.012844,0.012462,0.011464,0.012108,0.013234,0.010979,0.011415,0.012709,0.014245,0.015484,0.014882,0.012203,0.011959,0.012414,0.011710,0.011311,0.010882,0.012353,0.013393,0.012196,0.011926,0.011887,0.010221,0.010774,0.010270,0.012857,0.012746,0.013329,0.136367,0.024794,0.086779,0.012397,0.000000,0.049588,0.012397,0.099176,0.012397,0.000000,0.086779,0.037191,0.012397,0.000000,0.074382,0.099176,0.136367,0.000000,0.012397,0.099176,0.000268,0.000247,0.000246,0.000253,0.000263,0.000248,0.000288,0.000190,0.000265,0.000231,0.000267,0.000244,0.000199,0.000289,0.000254,0.000258,0.000271,0.000272,0.000337,0.000301,0.000278,0.000315,0.000266,0.000274,0.000269,0.000307,0.000326,0.000343,0.000351,0.000321,0.075081,0.013651,0.047779,0.006826,0.000000,0.027302,0.006826,0.054605,0.006826,0.000000,0.047779,0.020477,0.006826,0.000000,0.040953,0.054605,0.075081,0.000000,0.006826,0.054605,0.011446,0.014617,0.016687,0.015857,0.014168,0.016508,0.014907,0.013952,0.012033,0.015082,0.019117,0.019147,0.018919,0.016322,0.014436,0.016633,0.012922,0.011314,0.014647,0.015866,0.017352,0.016990,0.013828,0.014364,0.012334,0.012607,0.010872,0.016340,0.016752,0.017937
seq6358,0.065003,0.036113,0.043336,0.021668,0.014445,0.014445,0.021668,0.036113,0.028890,0.021668,0.072226,0.014445,0.007223,0.014445,0.014445,0.036113,0.036113,0.014445,0.036113,0.028890,0.011048,0.012786,0.013640,0.014185,0.013740,0.014647,0.014414,0.014457,0.013399,0.014499,0.013021,0.014444,0.013955,0.013930,0.013611,0.012579,0.013561,0.011853,0.015993,0.014678,0.014550,0.016611,0.015041,0.014914,0.013438,0.014661,0.014481,0.015029,0.012641,0.016389,0.111437,0.061909,0.074291,0.037146,0.024764,0.024764,0.037146,0.061909,0.049527,0.037146,0.123819,0.024764,0.012382,0.024764,0.024764,0.061909,0.061909,0.024764,0.061909,0.049527,0.000324,0.000273,0.000322,0.000308,0.000359,0.000318,0.000337,0.000307,0.000313,0.000339,0.000360,0.000318,0.000343,0.000312,0.000258,0.000266,0.000232,0.000299,0.000275,0.000310,0.000367,0.000304,0.000282,0.000322,0.000343,0.000341,0.000337,0.000356,0.000277,0.000346,0.056288,0.031271,0.037525,0.018763,0.012508,0.012508,0.018763,0.031271,0.025017,0.018763,0.062542,0.012508,0.006254,0.012508,0.012508,0.031271,0.031271,0.012508,0.031271,0.025017,0.013242,0.015348,0.016906,0.017863,0.015980,0.017327,0.015231,0.015576,0.014453,0.015198,0.014363,0.019461,0.017428,0.015760,0.015397,0.015702,0.017138,0.014664,0.019191,0.017495,0.018872,0.019469,0.016213,0.017177,0.015669,0.016227,0.017701,0.015371,0.016971,0.022269
seq6359,0.042007,0.035006,0.035006,0.014002,0.007001,0.014002,0.042007,0.056010,0.014002,0.049008,0.049008,0.021004,0.028005,0.000000,0.035006,0.021004,0.049008,0.000000,0.000000,0.049008,0.016040,0.016334,0.013817,0.015386,0.016143,0.013981,0.013930,0.015284,0.013409,0.013862,0.015614,0.015247,0.013729,0.015551,0.015450,0.016216,0.012034,0.013145,0.014605,0.012185,0.014555,0.015365,0.016168,0.013010,0.016817,0.011604,0.016556,0.013797,0.014194,0.015874,0.074276,0.061897,0.061897,0.024759,0.012379,0.024759,0.074276,0.099035,0.024759,0.086656,0.086656,0.037138,0.049517,0.000000,0.061897,0.037138,0.086656,0.000000,0.000000,0.086656,0.000314,0.000389,0.000336,0.000301,0.000277,0.000356,0.000334,0.000274,0.000292,0.000350,0.000311,0.000294,0.000268,0.000363,0.000333,0.000315,0.000332,0.000295,0.000281,0.000280,0.000317,0.000299,0.000366,0.000335,0.000352,0.000324,0.000320,0.000367,0.000349,0.000326,0.038086,0.031739,0.031739,0.012695,0.006348,0.012695,0.038086,0.050782,0.012695,0.044434,0.044434,0.019043,0.025391,0.000000,0.031739,0.019043,0.044434,0.000000,0.000000,0.044434,0.017355,0.019272,0.017394,0.015726,0.019372,0.015763,0.015671,0.015734,0.017385,0.014895,0.017611,0.016319,0.014109,0.018099,0.020308,0.015264,0.013580,0.014944,0.015922,0.014421,0.016964,0.015339,0.019080,0.014693,0.018661,0.012230,0.017377,0.017625,0.017669,0.013398
