Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50]
seq3082,0.057356,0.028678,0.007169,0.035847,0.035847,0.021508,0.043017,0.028678,0.000000,0.000000,0.093203,0.043017,0.021508,0.021508,0.007169,0.057356,0.035847,0.000000,0.014339,0.021508,0.014314,0.013564,0.013242,0.012097,0.014193,0.012973,0.013768,0.014987,0.014398,0.012300,0.014249,0.014487,0.013288,0.012860,0.013921,0.013713,0.012679,0.016232,0.014254,0.014155,0.015172,0.015420,0.015506,0.014132,0.014074,0.014145,0.014513,0.018030,0.015376,0.014401,0.099280,0.049640,0.012410,0.062050,0.062050,0.037230,0.074460,0.049640,0.000000,0.000000,0.161331,0.074460,0.037230,0.037230,0.012410,0.099280,0.062050,0.000000,0.024820,0.037230,0.000242,0.000244,0.000214,0.000261,0.000295,0.000227,0.000250,0.000233,0.000232,0.000244,0.000220,0.000239,0.000278,0.000206,0.000267,0.000246,0.000219,0.000187,0.000331,0.000252,0.000277,0.000291,0.000258,0.000208,0.000228,0.000192,0.000200,0.000209,0.000235,0.000214,0.059570,0.029785,0.007446,0.037231,0.037231,0.022339,0.044678,0.029785,0.000000,0.000000,0.096801,0.044678,0.022339,0.022339,0.007446,0.059570,0.037231,0.000000,0.014893,0.022339,0.011926,0.014860,0.013764,0.009859,0.014402,0.012709,0.012541,0.012886,0.012555,0.011148,0.014291,0.017105,0.013889,0.013716,0.013040,0.013288,0.013985,0.014986,0.012027,0.012338,0.015417,0.014857,0.011963,0.012906,0.014453,0.012732,0.015524,0.016769,0.013624,0.010739
seq3083,0.058721,0.036701,0.029361,0.029361,0.007340,0.014680,0.022021,0.029361,0.022021,0.036701,0.051381,0.036701,0.014680,0.022021,0.014680,0.029361,0.014680,0.000000,0.029361,0.088082,0.014869,0.013389,0.012846,0.013323,0.016181,0.014178,0.014244,0.014839,0.012751,0.014563,0.012172,0.014947,0.013612,0.015286,0.012279,0.015266,0.010848,0.012085,0.013048,0.012804,0.013016,0.014003,0.015236,0.014828,0.014704,0.012689,0.015621,0.011472,0.012255,0.015432,0.098841,0.061776,0.049420,0.049420,0.012355,0.024710,0.037065,0.049420,0.037065,0.061776,0.086486,0.061776,0.024710,0.037065,0.024710,0.049420,0.024710,0.000000,0.049420,0.148261,0.000380,0.000422,0.000369,0.000415,0.000338,0.000310,0.000391,0.000334,0.000505,0.000458,0.000363,0.000348,0.000353,0.000393,0.000450,0.000395,0.000384,0.000372,0.000362,0.000417,0.000408,0.000437,0.000384,0.000335,0.000354,0.000418,0.000431,0.000413,0.000345,0.000305,0.052581,0.032863,0.026291,0.026291,0.006573,0.013145,0.019718,0.026291,0.019718,0.032863,0.046009,0.032863,0.013145,0.019718,0.013145,0.026291,0.013145,0.000000,0.026291,0.078872,0.017041,0.013158,0.014012,0.014630,0.018128,0.018214,0.016634,0.016122,0.014786,0.017363,0.014229,0.015426,0.015375,0.019007,0.013337,0.016939,0.014174,0.014566,0.015119,0.015843,0.015699,0.016569,0.015679,0.017817,0.015568,0.014354,0.017920,0.015645,0.013340,0.017495
seq3084,0.027714,0.013857,0.041570,0.013857,0.006928,0.027714,0.006928,0.034642,0.000000,0.013857,0.069284,0.041570,0.013857,0.027714,0.000000,0.041570,0.076212,0.013857,0.041570,0.041570,0.013287,0.015260,0.014578,0.012815,0.014844,0.016901,0.015758,0.012088,0.014514,0.015074,0.014679,0.014012,0.014684,0.015327,0.013816,0.013187,0.015319,0.014987,0.013100,0.014806,0.016752,0.018369,0.015532,0.013268,0.018426,0.016305,0.013413,0.010635,0.016106,0.017888,0.049533,0.024767,0.074300,0.024767,0.012383,0.049533,0.012383,0.061917,0.000000,0.024767,0.123834,0.074300,0.024767,0.049533,0.000000,0.074300,0.136217,0.024767,0.074300,0.074300,0.000325,0.000288,0.000306,0.000218,0.000316,0.000260,0.000358,0.000299,0.000301,0.000298,0.000399,0.000313,0.000295,0.000320,0.000319,0.000247,0.000354,0.000309,0.000263,0.000295,0.000376,0.000277,0.000315,0.000286,0.000276,0.000385,0.000337,0.000290,0.000319,0.000384,0.022827,0.011414,0.034241,0.011414,0.005707,0.022827,0.005707,0.028534,0.000000,0.011414,0.057068,0.034241,0.011414,0.022827,0.000000,0.034241,0.062775,0.011414,0.034241,0.034241,0.015780,0.017005,0.016459,0.015166,0.016250,0.019319,0.018919,0.016707,0.018968,0.018504,0.019301,0.017070,0.018747,0.019931,0.018801,0.015843,0.019952,0.018401,0.017321,0.019459,0.023149,0.022274,0.017310,0.016167,0.021758,0.016706,0.015608,0.011901,0.019577,0.021105
seq3085,0.043120,0.035933,0.014373,0.064680,0.000000,0.000000,0.028747,0.028747,0.000000,0.014373,0.064680,0.035933,0.007187,0.050307,0.057493,0.035933,0.028747,0.000000,0.000000,0.064680,0.014110,0.012305,0.013660,0.013606,0.012405,0.014605,0.013326,0.014428,0.012068,0.015585,0.013818,0.015512,0.015067,0.013495,0.016023,0.012396,0.016292,0.013192,0.014781,0.015407,0.015364,0.016874,0.013269,0.013844,0.012137,0.014685,0.013079,0.014790,0.013654,0.015293,0.074243,0.061869,0.024748,0.111365,0.000000,0.000000,0.049496,0.049496,0.000000,0.024748,0.111365,0.061869,0.012374,0.086617,0.098991,0.061869,0.049496,0.000000,0.000000,0.111365,0.000426,0.000315,0.000380,0.000369,0.000335,0.000369,0.000320,0.000334,0.000304,0.000311,0.000325,0.000296,0.000304,0.000389,0.000317,0.000345,0.000355,0.000267,0.000330,0.000282,0.000360,0.000348,0.000334,0.000381,0.000284,0.000410,0.000334,0.000372,0.000341,0.000252,0.039076,0.032563,0.013025,0.058614,0.000000,0.000000,0.026051,0.026051,0.000000,0.013025,0.058614,0.032563,0.006513,0.045589,0.052101,0.032563,0.026051,0.000000,0.000000,0.058614,0.019087,0.015092,0.014891,0.017386,0.013074,0.016383,0.015929,0.016937,0.014840,0.014954,0.015076,0.018667,0.015884,0.015105,0.019468,0.013138,0.021157,0.014404,0.014840,0.017855,0.014339,0.017242,0.016261,0.015106,0.013073,0.016759,0.015274,0.016925,0.012948,0.016889
seq3086,0.069510,0.027804,0.020853,0.013902,0.000000,0.006951,0.041706,0.041706,0.006951,0.020853,0.076461,0.048657,0.013902,0.020853,0.048657,0.034755,0.013902,0.006951,0.006951,0.034755,0.016455,0.013456,0.013361,0.013238,0.014099,0.015873,0.013876,0.014706,0.014257,0.015472,0.013547,0.016122,0.016319,0.014299,0.014385,0.013246,0.017739,0.012929,0.014368,0.015913,0.013660,0.016429,0.013620,0.016374,0.015735,0.013892,0.014492,0.017406,0.014967,0.013685,0.124010,0.049604,0.037203,0.024802,0.000000,0.012401,0.074406,0.074406,0.012401,0.037203,0.136410,0.086807,0.024802,0.037203,0.086807,0.062005,0.024802,0.012401,0.012401,0.062005,0.000265,0.000223,0.000283,0.000298,0.000265,0.000280,0.000250,0.000252,0.000287,0.000256,0.000288,0.000291,0.000300,0.000258,0.000337,0.000242,0.000288,0.000242,0.000292,0.000279,0.000275,0.000292,0.000247,0.000271,0.000241,0.000213,0.000215,0.000229,0.000248,0.000217,0.064299,0.025720,0.019290,0.012860,0.000000,0.006430,0.038579,0.038579,0.006430,0.019290,0.070729,0.045009,0.012860,0.019290,0.045009,0.032149,0.012860,0.006430,0.006430,0.032149,0.018515,0.014344,0.014957,0.015821,0.016174,0.018337,0.014240,0.018417,0.013375,0.017102,0.013848,0.017145,0.018070,0.015536,0.016224,0.015935,0.017604,0.010493,0.018630,0.016694,0.013555,0.018561,0.015154,0.019935,0.014610,0.017294,0.014011,0.019896,0.016184,0.014947
seq3087,0.041222,0.013741,0.013741,0.048092,0.013741,0.020611,0.027481,0.054962,0.006870,0.048092,0.061833,0.020611,0.013741,0.013741,0.034351,0.020611,0.027481,0.020611,0.013741,0.034351,0.013882,0.015266,0.016412,0.014137,0.012462,0.014773,0.015672,0.018547,0.015655,0.015339,0.016055,0.015881,0.016154,0.014928,0.014260,0.013077,0.012912,0.015541,0.014016,0.013689,0.015523,0.014238,0.012857,0.017114,0.018071,0.014855,0.015040,0.014242,0.013883,0.015896,0.074138,0.024713,0.024713,0.086495,0.024713,0.037069,0.049426,0.098851,0.012356,0.086495,0.111207,0.037069,0.024713,0.024713,0.061782,0.037069,0.049426,0.037069,0.024713,0.061782,0.000305,0.000360,0.000395,0.000383,0.000365,0.000370,0.000343,0.000394,0.000400,0.000456,0.000330,0.000401,0.000474,0.000530,0.000515,0.000411,0.000452,0.000374,0.000339,0.000350,0.000421,0.000402,0.000332,0.000363,0.000335,0.000355,0.000277,0.000304,0.000360,0.000391,0.034304,0.011435,0.011435,0.040021,0.011435,0.017152,0.022869,0.045738,0.005717,0.040021,0.051456,0.017152,0.011435,0.011435,0.028586,0.017152,0.022869,0.017152,0.011435,0.028586,0.020465,0.018936,0.019122,0.018465,0.017286,0.017757,0.015925,0.020919,0.017705,0.018467,0.019416,0.016639,0.017231,0.016532,0.018154,0.014574,0.013729,0.021069,0.020281,0.016907,0.022362,0.018715,0.013680,0.020938,0.023274,0.017670,0.017721,0.016076,0.014804,0.017796
seq3088,0.065657,0.026263,0.026263,0.019697,0.000000,0.026263,0.039394,0.032828,0.006566,0.032828,0.065657,0.026263,0.032828,0.026263,0.026263,0.013131,0.019697,0.000000,0.026263,0.013131,0.017123,0.016313,0.014982,0.015083,0.015939,0.016911,0.014508,0.015820,0.017478,0.014717,0.014002,0.014963,0.017802,0.014491,0.013003,0.014734,0.018219,0.014813,0.016442,0.016701,0.015132,0.015775,0.016781,0.018812,0.017614,0.013085,0.015321,0.016399,0.015839,0.015943,0.123957,0.049583,0.049583,0.037187,0.000000,0.049583,0.074374,0.061978,0.012396,0.061978,0.123957,0.049583,0.061978,0.049583,0.049583,0.024791,0.037187,0.000000,0.049583,0.024791,0.000234,0.000257,0.000260,0.000247,0.000225,0.000243,0.000288,0.000262,0.000297,0.000297,0.000294,0.000287,0.000314,0.000292,0.000278,0.000306,0.000292,0.000306,0.000279,0.000247,0.000251,0.000249,0.000235,0.000291,0.000295,0.000279,0.000271,0.000283,0.000373,0.000315,0.062392,0.024957,0.024957,0.018718,0.000000,0.024957,0.037435,0.031196,0.006239,0.031196,0.062392,0.024957,0.031196,0.024957,0.024957,0.012478,0.018718,0.000000,0.024957,0.012478,0.018519,0.017427,0.012707,0.017166,0.014564,0.019252,0.016314,0.014990,0.019348,0.013609,0.015729,0.018481,0.016714,0.013943,0.014370,0.016572,0.018110,0.014917,0.016938,0.017575,0.016086,0.019535,0.016914,0.017252,0.019269,0.015066,0.021148,0.016402,0.015220,0.016724
seq3089,0.045415,0.007569,0.022708,0.000000,0.000000,0.007569,0.015138,0.302769,0.000000,0.030277,0.052985,0.007569,0.015138,0.015138,0.015138,0.030277,0.007569,0.000000,0.007569,0.022708,0.011038,0.013853,0.011400,0.008271,0.012749,0.014040,0.010183,0.012247,0.015451,0.014735,0.013255,0.014372,0.014683,0.014569,0.014995,0.016680,0.014607,0.014511,0.015002,0.015193,0.013590,0.013187,0.014654,0.013285,0.011517,0.010732,0.013293,0.012578,0.009930,0.009862,0.074407,0.012401,0.037203,0.000000,0.000000,0.012401,0.024802,0.496045,0.000000,0.049604,0.086808,0.012401,0.024802,0.024802,0.024802,0.049604,0.012401,0.000000,0.012401,0.037203,0.000175,0.000160,0.000212,0.000209,0.000208,0.000237,0.000210,0.000245,0.000235,0.000259,0.000279,0.000289,0.000277,0.000291,0.000287,0.000283,0.000290,0.000251,0.000277,0.000246,0.000292,0.000276,0.000305,0.000311,0.000276,0.000301,0.000290,0.000312,0.000311,0.000318,0.039451,0.006575,0.019725,0.000000,0.000000,0.006575,0.013150,0.263004,0.000000,0.026300,0.046026,0.006575,0.013150,0.013150,0.013150,0.026300,0.006575,0.000000,0.006575,0.019725,0.013063,0.015567,0.013719,0.009877,0.014168,0.016708,0.011790,0.014268,0.018473,0.017558,0.016554,0.015847,0.018375,0.016900,0.017608,0.018684,0.016394,0.016659,0.016417,0.017062,0.016044,0.017303,0.018266,0.016930,0.014274,0.014076,0.017487,0.016042,0.013152,0.014728
seq3090,0.044837,0.007473,0.022419,0.000000,0.000000,0.007473,0.014946,0.283969,0.000000,0.029891,0.052310,0.007473,0.014946,0.014946,0.029891,0.029891,0.007473,0.000000,0.007473,0.022419,0.010898,0.013868,0.011449,0.008469,0.012895,0.014179,0.010574,0.012497,0.015665,0.014969,0.013621,0.014591,0.014795,0.014937,0.015223,0.016604,0.014818,0.015025,0.015580,0.015331,0.013185,0.013888,0.014756,0.011627,0.011577,0.012154,0.012307,0.010887,0.013544,0.012259,0.074396,0.012399,0.037198,0.000000,0.000000,0.012399,0.024799,0.471175,0.000000,0.049597,0.086795,0.012399,0.024799,0.024799,0.049597,0.049597,0.012399,0.000000,0.012399,0.037198,0.000174,0.000160,0.000213,0.000212,0.000212,0.000238,0.000210,0.000245,0.000235,0.000260,0.000280,0.000298,0.000286,0.000291,0.000296,0.000302,0.000309,0.000269,0.000277,0.000247,0.000279,0.000259,0.000311,0.000311,0.000311,0.000330,0.000315,0.000317,0.000282,0.000321,0.038404,0.006401,0.019202,0.000000,0.000000,0.006401,0.012801,0.243226,0.000000,0.025603,0.044805,0.006401,0.012801,0.012801,0.025603,0.025603,0.006401,0.000000,0.006401,0.019202,0.012716,0.015592,0.013799,0.010347,0.014535,0.017066,0.012673,0.014667,0.018771,0.017979,0.017424,0.016270,0.018322,0.017728,0.018024,0.018303,0.016931,0.017994,0.016935,0.016523,0.015796,0.017525,0.017521,0.015914,0.015667,0.014943,0.016162,0.017584,0.018383,0.015849
seq3091,0.020630,0.027507,0.048137,0.027507,0.000000,0.034384,0.075644,0.020630,0.006877,0.034384,0.034384,0.034384,0.020630,0.041260,0.000000,0.027507,0.048137,0.013753,0.006877,0.027507,0.014729,0.016855,0.013547,0.015731,0.015471,0.013922,0.016451,0.017163,0.012574,0.015608,0.016101,0.014423,0.015724,0.015639,0.012960,0.014014,0.016683,0.014151,0.013450,0.012971,0.016483,0.017121,0.015776,0.015042,0.016158,0.014693,0.016990,0.013963,0.010132,0.015340,0.037143,0.049523,0.086666,0.049523,0.000000,0.061904,0.136189,0.037143,0.012381,0.061904,0.061904,0.061904,0.037143,0.074285,0.000000,0.049523,0.086666,0.024762,0.012381,0.049523,0.000313,0.000229,0.000287,0.000293,0.000340,0.000316,0.000380,0.000291,0.000368,0.000356,0.000334,0.000292,0.000325,0.000325,0.000296,0.000368,0.000318,0.000340,0.000317,0.000256,0.000278,0.000367,0.000214,0.000321,0.000324,0.000297,0.000352,0.000285,0.000345,0.000406,0.017277,0.023036,0.040312,0.023036,0.000000,0.028795,0.063348,0.017277,0.005759,0.028795,0.028795,0.028795,0.017277,0.034554,0.000000,0.023036,0.040312,0.011518,0.005759,0.023036,0.017898,0.020809,0.015065,0.018343,0.019425,0.016191,0.020193,0.023166,0.015050,0.016387,0.020865,0.019464,0.018904,0.019242,0.013697,0.017226,0.021635,0.017387,0.014448,0.014861,0.020800,0.018598,0.018025,0.019204,0.018323,0.016070,0.021771,0.015820,0.011397,0.019024
seq3092,0.049904,0.035646,0.014258,0.014258,0.014258,0.014258,0.049904,0.028517,0.014258,0.035646,0.042775,0.035646,0.014258,0.042775,0.042775,0.057033,0.035646,0.000000,0.014258,0.014258,0.012371,0.015479,0.014789,0.012605,0.014104,0.014766,0.015195,0.013142,0.013966,0.015126,0.015176,0.013709,0.017691,0.018077,0.015777,0.017222,0.016924,0.014541,0.014145,0.012437,0.013333,0.015989,0.014190,0.013117,0.013160,0.013421,0.013538,0.013941,0.010150,0.011584,0.086864,0.062046,0.024818,0.024818,0.024818,0.024818,0.086864,0.049636,0.024818,0.062046,0.074455,0.062046,0.024818,0.074455,0.074455,0.099273,0.062046,0.000000,0.024818,0.024818,0.000238,0.000225,0.000246,0.000223,0.000234,0.000294,0.000228,0.000207,0.000225,0.000287,0.000231,0.000249,0.000247,0.000280,0.000267,0.000208,0.000258,0.000250,0.000234,0.000249,0.000247,0.000268,0.000206,0.000244,0.000220,0.000235,0.000240,0.000252,0.000287,0.000195,0.042706,0.030504,0.012202,0.012202,0.012202,0.012202,0.042706,0.024403,0.012202,0.030504,0.036605,0.030504,0.012202,0.036605,0.036605,0.048807,0.030504,0.000000,0.012202,0.012202,0.015990,0.017311,0.018300,0.013433,0.016314,0.018492,0.016015,0.013105,0.018977,0.017676,0.019267,0.017110,0.021351,0.020711,0.016770,0.019895,0.020258,0.019472,0.016221,0.015791,0.018378,0.018536,0.016992,0.016919,0.014651,0.013997,0.014745,0.015527,0.014416,0.015312
seq3093,0.039476,0.019738,0.026317,0.013159,0.000000,0.052634,0.046055,0.013159,0.013159,0.039476,0.078951,0.019738,0.013159,0.013159,0.013159,0.026317,0.039476,0.006579,0.019738,0.032896,0.014824,0.017646,0.018203,0.014471,0.015965,0.014001,0.017980,0.018022,0.017308,0.015581,0.013245,0.013583,0.017435,0.017845,0.013530,0.015691,0.014509,0.017231,0.016491,0.016885,0.014148,0.013897,0.015242,0.015554,0.017676,0.014936,0.012893,0.016032,0.018126,0.014709,0.074385,0.037193,0.049590,0.024795,0.000000,0.099181,0.086783,0.024795,0.024795,0.074385,0.148771,0.037193,0.024795,0.024795,0.024795,0.049590,0.074385,0.012398,0.037193,0.061988,0.000286,0.000236,0.000286,0.000247,0.000276,0.000287,0.000250,0.000221,0.000315,0.000270,0.000316,0.000254,0.000262,0.000278,0.000219,0.000287,0.000268,0.000229,0.000295,0.000236,0.000278,0.000278,0.000335,0.000285,0.000308,0.000329,0.000276,0.000224,0.000290,0.000272,0.034825,0.017413,0.023217,0.011608,0.000000,0.046433,0.040629,0.011608,0.011608,0.034825,0.069650,0.017413,0.011608,0.011608,0.011608,0.023217,0.034825,0.005804,0.017413,0.029021,0.016162,0.020943,0.019638,0.015615,0.015665,0.012317,0.020859,0.022032,0.017076,0.016781,0.016264,0.016769,0.018860,0.019651,0.016937,0.019037,0.017525,0.017077,0.020503,0.018413,0.014810,0.016293,0.021602,0.016282,0.020523,0.016275,0.017324,0.018544,0.021553,0.014332
seq3094,0.006842,0.041055,0.061582,0.034212,0.000000,0.000000,0.027370,0.020527,0.006842,0.047897,0.034212,0.054739,0.034212,0.027370,0.034212,0.020527,0.020527,0.006842,0.006842,0.061582,0.012982,0.015550,0.016678,0.015586,0.013160,0.014336,0.017389,0.016573,0.014629,0.012482,0.014355,0.014321,0.015021,0.015132,0.014568,0.015407,0.017961,0.017392,0.015106,0.013097,0.010885,0.013786,0.016517,0.013564,0.014530,0.012857,0.015972,0.017437,0.017309,0.018026,0.012343,0.074055,0.111083,0.061713,0.000000,0.000000,0.049370,0.037028,0.012343,0.086398,0.061713,0.098740,0.061713,0.049370,0.061713,0.037028,0.037028,0.012343,0.012343,0.111083,0.000357,0.000417,0.000434,0.000493,0.000413,0.000438,0.000523,0.000356,0.000419,0.000385,0.000350,0.000387,0.000377,0.000444,0.000532,0.000394,0.000399,0.000383,0.000444,0.000452,0.000342,0.000284,0.000412,0.000422,0.000510,0.000469,0.000475,0.000460,0.000431,0.000395,0.006151,0.036904,0.055356,0.030753,0.000000,0.000000,0.024603,0.018452,0.006151,0.043055,0.030753,0.049205,0.030753,0.024603,0.030753,0.018452,0.018452,0.006151,0.006151,0.055356,0.013941,0.018534,0.019257,0.016922,0.011995,0.016363,0.020457,0.020236,0.014933,0.012492,0.015645,0.017896,0.018539,0.017435,0.015712,0.018875,0.020727,0.018551,0.016186,0.015197,0.010776,0.014348,0.018129,0.015344,0.019201,0.016425,0.016352,0.020223,0.018399,0.018861
seq3095,0.102939,0.000000,0.044117,0.000000,0.007353,0.022058,0.029411,0.058822,0.000000,0.044117,0.058822,0.022058,0.007353,0.029411,0.014706,0.029411,0.051470,0.000000,0.007353,0.058822,0.013663,0.016191,0.010925,0.013567,0.014517,0.012439,0.012973,0.014982,0.015857,0.012811,0.013690,0.014138,0.012917,0.014838,0.014246,0.014568,0.014797,0.011522,0.014580,0.015846,0.015851,0.013413,0.012502,0.010708,0.014669,0.014420,0.013807,0.014069,0.011555,0.011717,0.173458,0.000000,0.074339,0.000000,0.012390,0.037169,0.049559,0.099119,0.000000,0.074339,0.099119,0.037169,0.012390,0.049559,0.024780,0.049559,0.086729,0.000000,0.012390,0.099119,0.000306,0.000293,0.000267,0.000265,0.000349,0.000319,0.000305,0.000293,0.000314,0.000341,0.000316,0.000250,0.000377,0.000326,0.000338,0.000335,0.000310,0.000244,0.000265,0.000280,0.000248,0.000267,0.000325,0.000245,0.000297,0.000252,0.000266,0.000216,0.000320,0.000283,0.086061,0.000000,0.036883,0.000000,0.006147,0.018442,0.024589,0.049178,0.000000,0.036883,0.049178,0.018442,0.006147,0.024589,0.012294,0.024589,0.043030,0.000000,0.006147,0.049178,0.015984,0.017447,0.013003,0.015981,0.015970,0.016109,0.016149,0.017243,0.019402,0.016574,0.015960,0.019326,0.013976,0.017040,0.018304,0.017518,0.018002,0.015454,0.018093,0.017029,0.019481,0.016548,0.016008,0.014618,0.020319,0.017613,0.017639,0.018208,0.016423,0.016804
seq3096,0.061737,0.027439,0.034299,0.034299,0.034299,0.013719,0.048018,0.034299,0.013719,0.013719,0.082316,0.020579,0.006860,0.027439,0.027439,0.034299,0.006860,0.006860,0.006860,0.013719,0.014112,0.015504,0.016997,0.015742,0.015043,0.017767,0.016654,0.014105,0.015773,0.015857,0.013885,0.011999,0.015028,0.017710,0.014697,0.016228,0.013454,0.016717,0.015818,0.012948,0.015808,0.013484,0.015171,0.013110,0.013736,0.013728,0.012936,0.014860,0.017369,0.014983,0.111484,0.049548,0.061935,0.061935,0.061935,0.024774,0.086710,0.061935,0.024774,0.024774,0.148645,0.037161,0.012387,0.049548,0.049548,0.061935,0.012387,0.012387,0.012387,0.024774,0.000260,0.000295,0.000315,0.000275,0.000239,0.000303,0.000299,0.000343,0.000295,0.000292,0.000254,0.000298,0.000321,0.000295,0.000352,0.000252,0.000275,0.000276,0.000320,0.000295,0.000238,0.000270,0.000316,0.000350,0.000279,0.000310,0.000348,0.000377,0.000345,0.000346,0.059115,0.026273,0.032842,0.032842,0.032842,0.013137,0.045978,0.032842,0.013137,0.013137,0.078820,0.019705,0.006568,0.026273,0.026273,0.032842,0.006568,0.006568,0.006568,0.013137,0.013927,0.014896,0.016532,0.016252,0.016000,0.019119,0.018106,0.016651,0.016608,0.016401,0.013564,0.010544,0.014545,0.018627,0.014721,0.017808,0.014001,0.019423,0.018314,0.015102,0.018140,0.013856,0.013777,0.011665,0.014708,0.016921,0.013379,0.016576,0.018474,0.015896
seq3097,0.023270,0.000000,0.038783,0.000000,0.000000,0.023270,0.000000,0.170645,0.000000,0.000000,0.015513,0.015513,0.007757,0.093079,0.023270,0.093079,0.116349,0.000000,0.000000,0.000000,0.012076,0.015299,0.014040,0.012575,0.012913,0.012166,0.012994,0.011654,0.012740,0.012300,0.011082,0.012821,0.012246,0.012995,0.013495,0.013039,0.012229,0.015331,0.011652,0.010505,0.011447,0.011784,0.012492,0.015100,0.013365,0.012653,0.011443,0.011695,0.012900,0.012442,0.037097,0.000000,0.061828,0.000000,0.000000,0.037097,0.000000,0.272043,0.000000,0.000000,0.024731,0.024731,0.012366,0.148387,0.037097,0.148387,0.185484,0.000000,0.000000,0.000000,0.000364,0.000340,0.000327,0.000322,0.000371,0.000371,0.000373,0.000358,0.000404,0.000403,0.000348,0.000393,0.000392,0.000391,0.000349,0.000345,0.000352,0.000385,0.000316,0.000334,0.000309,0.000353,0.000274,0.000430,0.000338,0.000373,0.000322,0.000395,0.000370,0.000355,0.017931,0.000000,0.029886,0.000000,0.000000,0.017931,0.000000,0.131496,0.000000,0.000000,0.011954,0.011954,0.005977,0.071725,0.017931,0.071725,0.089657,0.000000,0.000000,0.000000,0.017711,0.021395,0.018937,0.017601,0.017994,0.016885,0.017490,0.014237,0.018111,0.017731,0.016224,0.017962,0.016142,0.017765,0.019291,0.017408,0.016388,0.021267,0.015243,0.013721,0.016137,0.017059,0.017147,0.021244,0.017497,0.017449,0.015069,0.016980,0.016209,0.017535
