Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50]
seq5083,0.058164,0.036352,0.050893,0.007270,0.021811,0.007270,0.007270,0.065434,0.007270,0.043623,0.065434,0.043623,0.007270,0.014541,0.014541,0.043623,0.036352,0.000000,0.007270,0.043623,0.014232,0.015745,0.016853,0.015330,0.012113,0.012874,0.012087,0.016108,0.014639,0.013876,0.010951,0.015130,0.013634,0.014235,0.014531,0.011781,0.014902,0.012523,0.015134,0.015443,0.013823,0.012977,0.013679,0.014136,0.012585,0.017041,0.012911,0.013813,0.010441,0.014831,0.098941,0.061838,0.086574,0.012368,0.037103,0.012368,0.012368,0.111309,0.012368,0.074206,0.111309,0.074206,0.012368,0.024735,0.024735,0.074206,0.061838,0.000000,0.012368,0.074206,0.000319,0.000332,0.000298,0.000369,0.000345,0.000350,0.000384,0.000367,0.000356,0.000380,0.000347,0.000351,0.000312,0.000280,0.000329,0.000398,0.000384,0.000399,0.000374,0.000413,0.000432,0.000375,0.000371,0.000417,0.000339,0.000289,0.000335,0.000264,0.000351,0.000326,0.050051,0.031282,0.043794,0.006256,0.018769,0.006256,0.006256,0.056307,0.006256,0.037538,0.056307,0.037538,0.006256,0.012513,0.012513,0.037538,0.031282,0.000000,0.006256,0.037538,0.017825,0.018173,0.018642,0.015303,0.015746,0.016729,0.013992,0.020385,0.017171,0.015815,0.011844,0.017856,0.017774,0.016508,0.018484,0.015546,0.015559,0.012510,0.018853,0.019633,0.015885,0.015808,0.017653,0.018780,0.013786,0.018953,0.015655,0.016469,0.012543,0.019615
seq5084,0.055078,0.006885,0.048193,0.027539,0.013769,0.034423,0.006885,0.027539,0.013769,0.013769,0.075732,0.027539,0.027539,0.013769,0.020654,0.048193,0.027539,0.006885,0.000000,0.055078,0.016165,0.015644,0.015908,0.013630,0.013586,0.012620,0.015066,0.014376,0.013797,0.015763,0.015558,0.015206,0.013876,0.013595,0.016042,0.015204,0.012702,0.016841,0.014314,0.014096,0.015050,0.014460,0.015435,0.014980,0.017100,0.014369,0.017481,0.015081,0.016354,0.014926,0.098967,0.012371,0.086596,0.049483,0.024742,0.061854,0.012371,0.049483,0.024742,0.024742,0.136079,0.049483,0.049483,0.024742,0.037112,0.086596,0.049483,0.012371,0.000000,0.098967,0.000381,0.000296,0.000352,0.000353,0.000371,0.000284,0.000369,0.000296,0.000315,0.000345,0.000363,0.000344,0.000323,0.000342,0.000287,0.000390,0.000316,0.000405,0.000296,0.000391,0.000326,0.000362,0.000303,0.000373,0.000412,0.000347,0.000406,0.000359,0.000296,0.000331,0.051112,0.006389,0.044723,0.025556,0.012778,0.031945,0.006389,0.025556,0.012778,0.012778,0.070279,0.025556,0.025556,0.012778,0.019167,0.044723,0.025556,0.006389,0.000000,0.051112,0.018992,0.015632,0.017787,0.014843,0.016247,0.016479,0.014360,0.016147,0.013723,0.017484,0.018741,0.016766,0.014867,0.015829,0.016952,0.015162,0.014105,0.020254,0.015885,0.016025,0.014875,0.016504,0.017726,0.015265,0.018214,0.014769,0.019491,0.015246,0.015036,0.015476
seq5085,0.077678,0.023303,0.007768,0.007768,0.000000,0.015536,0.007768,0.023303,0.015536,0.015536,0.085446,0.046607,0.007768,0.015536,0.054375,0.038839,0.038839,0.015536,0.015536,0.031071,0.016203,0.014738,0.013293,0.012956,0.014431,0.015345,0.013936,0.014434,0.014468,0.014518,0.014472,0.017057,0.016703,0.015914,0.015502,0.016242,0.017157,0.014663,0.016285,0.016558,0.016163,0.015663,0.013130,0.018206,0.013096,0.016361,0.015577,0.013082,0.014342,0.015759,0.141925,0.042577,0.014192,0.014192,0.000000,0.028385,0.014192,0.042577,0.028385,0.028385,0.156117,0.085155,0.014192,0.028385,0.099347,0.070962,0.070962,0.028385,0.028385,0.056770,0.000241,0.000233,0.000158,0.000216,0.000259,0.000204,0.000261,0.000272,0.000202,0.000217,0.000256,0.000191,0.000200,0.000231,0.000196,0.000199,0.000199,0.000227,0.000260,0.000210,0.000226,0.000264,0.000200,0.000239,0.000206,0.000172,0.000231,0.000181,0.000190,0.000185,0.068253,0.020476,0.006825,0.006825,0.000000,0.013651,0.006825,0.020476,0.013651,0.013651,0.075078,0.040952,0.006825,0.013651,0.047777,0.034126,0.034126,0.013651,0.013651,0.027301,0.021052,0.017995,0.016616,0.014743,0.015783,0.018470,0.015682,0.015381,0.018996,0.018486,0.017509,0.017380,0.021416,0.017164,0.017031,0.017741,0.020522,0.017022,0.016539,0.018074,0.019475,0.017838,0.010092,0.023941,0.014433,0.019831,0.014021,0.015960,0.016262,0.016776
seq5086,0.056767,0.056767,0.000000,0.014192,0.007096,0.014192,0.042575,0.078054,0.007096,0.014192,0.085150,0.021288,0.014192,0.000000,0.035479,0.056767,0.014192,0.007096,0.007096,0.035479,0.014813,0.013574,0.014565,0.016483,0.010246,0.014250,0.013972,0.013984,0.014593,0.012580,0.012786,0.013187,0.011774,0.013021,0.014516,0.016160,0.016325,0.015648,0.013916,0.014067,0.016269,0.012575,0.015683,0.012904,0.013431,0.015546,0.014726,0.018373,0.016167,0.016198,0.099235,0.099235,0.000000,0.024809,0.012404,0.024809,0.074426,0.136448,0.012404,0.024809,0.148852,0.037213,0.024809,0.000000,0.062022,0.099235,0.024809,0.012404,0.012404,0.062022,0.000189,0.000199,0.000240,0.000201,0.000262,0.000251,0.000221,0.000246,0.000301,0.000310,0.000293,0.000322,0.000336,0.000298,0.000240,0.000258,0.000246,0.000257,0.000217,0.000255,0.000235,0.000231,0.000214,0.000238,0.000234,0.000251,0.000251,0.000307,0.000243,0.000305,0.051252,0.051252,0.000000,0.012813,0.006407,0.012813,0.038439,0.070472,0.006407,0.012813,0.076878,0.019220,0.012813,0.000000,0.032033,0.051252,0.012813,0.006407,0.006407,0.032033,0.014717,0.014114,0.015152,0.018240,0.013639,0.014705,0.014921,0.015924,0.016974,0.016327,0.014558,0.014671,0.012215,0.015403,0.017654,0.018715,0.020698,0.018407,0.015632,0.017095,0.019001,0.013935,0.019150,0.013432,0.014994,0.015747,0.013645,0.022025,0.019020,0.016768
seq5087,0.043428,0.050666,0.021714,0.014476,0.014476,0.036190,0.021714,0.043428,0.021714,0.014476,0.057904,0.000000,0.014476,0.014476,0.014476,0.057904,0.050666,0.021714,0.014476,0.050666,0.013465,0.013517,0.015901,0.013102,0.013111,0.012478,0.012856,0.011474,0.014126,0.013025,0.014768,0.015044,0.014472,0.013406,0.014379,0.013947,0.012952,0.013305,0.012641,0.016830,0.013506,0.015019,0.011875,0.015435,0.014265,0.013654,0.012911,0.015301,0.016237,0.017954,0.074319,0.086705,0.037159,0.024773,0.024773,0.061932,0.037159,0.074319,0.037159,0.024773,0.099092,0.000000,0.024773,0.024773,0.024773,0.099092,0.086705,0.037159,0.024773,0.086705,0.000262,0.000265,0.000293,0.000296,0.000315,0.000385,0.000315,0.000344,0.000361,0.000367,0.000340,0.000305,0.000358,0.000328,0.000262,0.000232,0.000270,0.000288,0.000259,0.000272,0.000302,0.000324,0.000317,0.000271,0.000344,0.000304,0.000286,0.000224,0.000297,0.000296,0.035022,0.040860,0.017511,0.011674,0.011674,0.029185,0.017511,0.035022,0.017511,0.011674,0.046697,0.000000,0.011674,0.011674,0.011674,0.046697,0.040860,0.017511,0.011674,0.040860,0.015722,0.018350,0.021254,0.016261,0.016745,0.015317,0.016910,0.014443,0.018073,0.017718,0.020350,0.020084,0.017753,0.013618,0.018542,0.019791,0.017463,0.015556,0.015603,0.020510,0.017072,0.018677,0.015008,0.020912,0.017152,0.016498,0.013743,0.020067,0.020506,0.023334
seq5088,0.006622,0.019866,0.033110,0.019866,0.006622,0.013244,0.033110,0.039732,0.019866,0.033110,0.072842,0.039732,0.019866,0.013244,0.013244,0.059598,0.039732,0.006622,0.006622,0.033110,0.016022,0.015593,0.015974,0.016704,0.016056,0.015799,0.015401,0.016081,0.014508,0.013442,0.017252,0.016735,0.015203,0.018094,0.015993,0.015920,0.014888,0.013569,0.015883,0.016290,0.015450,0.013000,0.015376,0.016613,0.013658,0.014947,0.016484,0.012496,0.018679,0.018132,0.012370,0.037111,0.061851,0.037111,0.012370,0.024740,0.061851,0.074221,0.037111,0.061851,0.136072,0.074221,0.037111,0.024740,0.024740,0.111332,0.074221,0.012370,0.012370,0.061851,0.000339,0.000273,0.000334,0.000369,0.000297,0.000384,0.000303,0.000366,0.000300,0.000353,0.000393,0.000381,0.000399,0.000337,0.000381,0.000362,0.000339,0.000389,0.000359,0.000388,0.000391,0.000300,0.000308,0.000320,0.000281,0.000333,0.000290,0.000363,0.000363,0.000392,0.006026,0.018079,0.030132,0.018079,0.006026,0.012053,0.030132,0.036159,0.018079,0.030132,0.066291,0.036159,0.018079,0.012053,0.012053,0.054238,0.036159,0.006026,0.006026,0.030132,0.018248,0.018019,0.016403,0.017390,0.017429,0.016401,0.016172,0.019957,0.015765,0.018082,0.021295,0.019275,0.015994,0.019251,0.019980,0.017098,0.017913,0.013764,0.014532,0.018619,0.018510,0.012370,0.016421,0.019228,0.015791,0.015352,0.018375,0.012874,0.017876,0.019499
seq5089,0.049287,0.056328,0.028164,0.042246,0.007041,0.021123,0.007041,0.035205,0.007041,0.021123,0.063369,0.007041,0.021123,0.028164,0.042246,0.035205,0.021123,0.000000,0.007041,0.063369,0.015801,0.015763,0.015308,0.015959,0.015447,0.013887,0.013320,0.012777,0.014458,0.016372,0.014261,0.014718,0.016003,0.014023,0.013455,0.014910,0.013984,0.014663,0.015859,0.013389,0.014252,0.016101,0.012644,0.013685,0.015736,0.013980,0.014349,0.014700,0.014113,0.012804,0.086622,0.098997,0.049498,0.074248,0.012375,0.037124,0.012375,0.061873,0.012375,0.037124,0.111372,0.012375,0.037124,0.049498,0.074248,0.061873,0.037124,0.000000,0.012375,0.111372,0.000353,0.000311,0.000383,0.000359,0.000408,0.000345,0.000326,0.000359,0.000304,0.000316,0.000336,0.000374,0.000352,0.000330,0.000399,0.000317,0.000376,0.000363,0.000382,0.000307,0.000317,0.000316,0.000305,0.000259,0.000269,0.000320,0.000309,0.000337,0.000316,0.000283,0.045101,0.051544,0.025772,0.038658,0.006443,0.019329,0.006443,0.032215,0.006443,0.019329,0.057987,0.006443,0.019329,0.025772,0.038658,0.032215,0.019329,0.000000,0.006443,0.057987,0.017189,0.015831,0.018844,0.019176,0.016886,0.016431,0.014555,0.012617,0.016047,0.019878,0.015189,0.014898,0.015650,0.017014,0.014905,0.014939,0.016461,0.018600,0.015653,0.017249,0.015962,0.017569,0.013822,0.015106,0.016702,0.016185,0.016447,0.014083,0.016252,0.014417
seq5090,0.006709,0.040255,0.020128,0.020128,0.013418,0.020128,0.033546,0.013418,0.013418,0.033546,0.087220,0.033546,0.013418,0.040255,0.026837,0.033546,0.026837,0.000000,0.020128,0.040255,0.015881,0.016092,0.014020,0.016898,0.012587,0.016499,0.016466,0.012341,0.016061,0.015955,0.016245,0.016862,0.016351,0.013689,0.016061,0.014163,0.016329,0.017892,0.013668,0.015251,0.012585,0.012996,0.017699,0.014472,0.017866,0.017603,0.013235,0.018235,0.014012,0.015247,0.012381,0.074289,0.037144,0.037144,0.024763,0.037144,0.061907,0.024763,0.024763,0.061907,0.160959,0.061907,0.024763,0.074289,0.049526,0.061907,0.049526,0.000000,0.037144,0.074289,0.000284,0.000290,0.000268,0.000309,0.000250,0.000337,0.000246,0.000299,0.000369,0.000309,0.000303,0.000291,0.000308,0.000347,0.000303,0.000271,0.000356,0.000352,0.000345,0.000355,0.000362,0.000346,0.000289,0.000346,0.000353,0.000294,0.000302,0.000375,0.000301,0.000326,0.006253,0.037516,0.018758,0.018758,0.012505,0.018758,0.031263,0.012505,0.012505,0.031263,0.081285,0.031263,0.012505,0.037516,0.025011,0.031263,0.025011,0.000000,0.018758,0.037516,0.019211,0.019979,0.013946,0.019068,0.012240,0.017596,0.017417,0.011873,0.018140,0.017700,0.016361,0.019391,0.014469,0.015235,0.017543,0.013918,0.018341,0.019792,0.015452,0.017332,0.012662,0.016444,0.018921,0.014116,0.020384,0.019657,0.013520,0.019657,0.014651,0.014772
seq5091,0.042959,0.050119,0.000000,0.014320,0.021480,0.021480,0.042959,0.078759,0.007160,0.014320,0.085918,0.028639,0.014320,0.000000,0.042959,0.035799,0.014320,0.007160,0.007160,0.042959,0.013082,0.016017,0.016869,0.013453,0.012854,0.014152,0.014875,0.013946,0.013700,0.012662,0.012596,0.014840,0.012936,0.012046,0.013253,0.014586,0.013872,0.015109,0.015408,0.014406,0.014475,0.015117,0.014425,0.013609,0.015303,0.015117,0.014174,0.012376,0.014907,0.017044,0.074419,0.086822,0.000000,0.024806,0.037210,0.037210,0.074419,0.136435,0.012403,0.024806,0.148838,0.049613,0.024806,0.000000,0.074419,0.062016,0.024806,0.012403,0.012403,0.074419,0.000242,0.000212,0.000241,0.000248,0.000264,0.000277,0.000257,0.000253,0.000305,0.000278,0.000291,0.000329,0.000312,0.000321,0.000283,0.000241,0.000320,0.000260,0.000249,0.000245,0.000218,0.000211,0.000221,0.000217,0.000249,0.000215,0.000235,0.000278,0.000183,0.000292,0.039193,0.045725,0.000000,0.013064,0.019596,0.019596,0.039193,0.071853,0.006532,0.013064,0.078385,0.026128,0.013064,0.000000,0.039193,0.032660,0.013064,0.006532,0.006532,0.039193,0.014500,0.018018,0.019693,0.015417,0.016899,0.016117,0.016019,0.014306,0.013560,0.016840,0.015370,0.018026,0.015110,0.014405,0.015295,0.015338,0.015176,0.020356,0.018705,0.014749,0.016303,0.016872,0.016287,0.014288,0.015898,0.017587,0.014780,0.011627,0.014481,0.015411
seq5092,0.056367,0.049321,0.028183,0.042275,0.007046,0.028183,0.042275,0.035229,0.000000,0.035229,0.035229,0.021138,0.007046,0.028183,0.028183,0.028183,0.014092,0.035229,0.014092,0.028183,0.014749,0.016267,0.015197,0.014449,0.013579,0.014896,0.014431,0.015196,0.015267,0.015627,0.014179,0.015533,0.014360,0.016200,0.015181,0.010976,0.014186,0.015107,0.014854,0.013954,0.012476,0.014603,0.015656,0.014052,0.015256,0.013914,0.015380,0.013868,0.014015,0.012920,0.098966,0.086595,0.049483,0.074225,0.012371,0.049483,0.074225,0.061854,0.000000,0.061854,0.061854,0.037112,0.012371,0.049483,0.049483,0.049483,0.024742,0.061854,0.024742,0.049483,0.000395,0.000315,0.000298,0.000371,0.000334,0.000325,0.000328,0.000356,0.000355,0.000386,0.000306,0.000399,0.000321,0.000460,0.000294,0.000370,0.000329,0.000294,0.000382,0.000333,0.000370,0.000373,0.000422,0.000266,0.000390,0.000310,0.000322,0.000262,0.000347,0.000323,0.043749,0.038281,0.021875,0.032812,0.005469,0.021875,0.032812,0.027343,0.000000,0.027343,0.027343,0.016406,0.005469,0.021875,0.021875,0.021875,0.010937,0.027343,0.010937,0.021875,0.019344,0.021095,0.021163,0.016684,0.018338,0.019286,0.018142,0.018971,0.018982,0.020035,0.017265,0.018055,0.016907,0.020379,0.017068,0.014762,0.018953,0.020772,0.021382,0.017217,0.017206,0.018328,0.021180,0.018696,0.019941,0.017308,0.021038,0.019391,0.018252,0.016366
seq5093,0.075190,0.022557,0.045114,0.022557,0.030076,0.030076,0.015038,0.037595,0.015038,0.007519,0.052633,0.007519,0.007519,0.000000,0.037595,0.030076,0.075190,0.030076,0.022557,0.037595,0.012076,0.012229,0.014884,0.014001,0.013908,0.010198,0.011740,0.013525,0.013121,0.014026,0.013700,0.014413,0.012872,0.014942,0.015569,0.012635,0.013029,0.010173,0.012540,0.012579,0.016728,0.012401,0.015712,0.011053,0.011649,0.011586,0.013999,0.013620,0.015094,0.014475,0.123902,0.037171,0.074341,0.037171,0.049561,0.049561,0.024780,0.061951,0.024780,0.012390,0.086731,0.012390,0.012390,0.000000,0.061951,0.049561,0.123902,0.049561,0.037171,0.061951,0.000305,0.000254,0.000286,0.000352,0.000281,0.000304,0.000279,0.000306,0.000239,0.000294,0.000273,0.000303,0.000322,0.000237,0.000373,0.000293,0.000349,0.000262,0.000242,0.000300,0.000312,0.000330,0.000274,0.000328,0.000270,0.000278,0.000293,0.000288,0.000284,0.000276,0.059164,0.017749,0.035498,0.017749,0.023666,0.023666,0.011833,0.029582,0.011833,0.005916,0.041415,0.005916,0.005916,0.000000,0.029582,0.023666,0.059164,0.023666,0.017749,0.029582,0.017266,0.015911,0.018551,0.017634,0.019816,0.015593,0.018163,0.020943,0.016678,0.019607,0.019104,0.021611,0.017810,0.021719,0.020314,0.015356,0.018079,0.012214,0.017451,0.016876,0.020936,0.012581,0.019356,0.012840,0.015188,0.013240,0.017070,0.014982,0.018494,0.021304
seq5094,0.068276,0.034138,0.020483,0.027310,0.006828,0.006828,0.013655,0.034138,0.020483,0.013655,0.068276,0.040966,0.027310,0.013655,0.040966,0.027310,0.027310,0.006828,0.027310,0.020483,0.017128,0.014284,0.014852,0.015568,0.015450,0.016036,0.014963,0.014718,0.013943,0.013194,0.017591,0.015395,0.015039,0.016885,0.012509,0.013893,0.012771,0.015434,0.014738,0.016790,0.013594,0.015728,0.016228,0.013559,0.013943,0.014521,0.016350,0.017157,0.016696,0.014835,0.124043,0.062021,0.037213,0.049617,0.012404,0.012404,0.024809,0.062021,0.037213,0.024809,0.124043,0.074426,0.049617,0.024809,0.074426,0.049617,0.049617,0.012404,0.049617,0.037213,0.000312,0.000251,0.000272,0.000237,0.000270,0.000268,0.000286,0.000214,0.000259,0.000229,0.000260,0.000286,0.000221,0.000261,0.000255,0.000262,0.000250,0.000172,0.000257,0.000270,0.000244,0.000229,0.000244,0.000270,0.000279,0.000243,0.000220,0.000269,0.000298,0.000269,0.064546,0.032273,0.019364,0.025818,0.006455,0.006455,0.012909,0.032273,0.019364,0.012909,0.064546,0.038728,0.025818,0.012909,0.038728,0.025818,0.025818,0.006455,0.025818,0.019364,0.020200,0.013909,0.017609,0.014774,0.017713,0.014797,0.016161,0.015451,0.013976,0.013453,0.018149,0.014376,0.017183,0.014630,0.014771,0.015742,0.013830,0.017512,0.015795,0.018584,0.013641,0.019343,0.014462,0.016070,0.017377,0.015897,0.015309,0.019326,0.016892,0.016702
seq5095,0.013392,0.060266,0.013392,0.013392,0.026785,0.013392,0.053570,0.040177,0.026785,0.013392,0.066962,0.020089,0.020089,0.026785,0.026785,0.046874,0.013392,0.006696,0.020089,0.013392,0.013856,0.016613,0.016364,0.015858,0.015683,0.012691,0.014178,0.015924,0.016352,0.014324,0.015721,0.013040,0.015685,0.015451,0.013652,0.018226,0.015281,0.012373,0.016558,0.018058,0.015720,0.017297,0.016366,0.014283,0.011823,0.016584,0.015394,0.017787,0.017291,0.015870,0.024801,0.111605,0.024801,0.024801,0.049602,0.024801,0.099205,0.074404,0.049602,0.024801,0.124006,0.037202,0.037202,0.049602,0.049602,0.086804,0.024801,0.012401,0.037202,0.024801,0.000297,0.000227,0.000253,0.000262,0.000255,0.000310,0.000246,0.000264,0.000277,0.000271,0.000271,0.000237,0.000278,0.000257,0.000247,0.000224,0.000317,0.000238,0.000347,0.000298,0.000286,0.000310,0.000226,0.000297,0.000205,0.000286,0.000273,0.000228,0.000205,0.000260,0.012746,0.057359,0.012746,0.012746,0.025493,0.012746,0.050986,0.038239,0.025493,0.012746,0.063732,0.019120,0.019120,0.025493,0.025493,0.044612,0.012746,0.006373,0.019120,0.012746,0.016211,0.017271,0.017958,0.018700,0.014257,0.014467,0.016091,0.016847,0.017296,0.015890,0.019069,0.011229,0.014712,0.018813,0.014743,0.019829,0.017924,0.013568,0.017393,0.015972,0.015666,0.016308,0.018245,0.015684,0.013715,0.017885,0.014108,0.017696,0.020365,0.012229
seq5096,0.051368,0.066044,0.007338,0.036691,0.022015,0.014676,0.022015,0.044029,0.007338,0.036691,0.066044,0.029353,0.014676,0.007338,0.007338,0.044029,0.051368,0.000000,0.000000,0.058706,0.013888,0.014305,0.013529,0.015785,0.015399,0.014227,0.013595,0.012364,0.012694,0.012112,0.012240,0.012757,0.013454,0.015248,0.016000,0.012470,0.015126,0.012500,0.014140,0.013105,0.011827,0.011449,0.014883,0.011723,0.015455,0.017119,0.015959,0.013813,0.011960,0.013812,0.086667,0.111430,0.012381,0.061905,0.037143,0.024762,0.037143,0.074286,0.012381,0.061905,0.111430,0.049524,0.024762,0.012381,0.012381,0.074286,0.086667,0.000000,0.000000,0.099049,0.000276,0.000340,0.000301,0.000360,0.000341,0.000282,0.000304,0.000327,0.000321,0.000307,0.000275,0.000316,0.000381,0.000354,0.000345,0.000293,0.000322,0.000305,0.000318,0.000325,0.000340,0.000243,0.000285,0.000344,0.000325,0.000317,0.000382,0.000321,0.000241,0.000324,0.048379,0.062202,0.006911,0.034557,0.020734,0.013823,0.020734,0.041468,0.006911,0.034557,0.062202,0.027645,0.013823,0.006911,0.006911,0.041468,0.048379,0.000000,0.000000,0.055291,0.016693,0.013776,0.015875,0.018395,0.015773,0.017138,0.016793,0.013269,0.014961,0.012445,0.015333,0.012923,0.016134,0.015465,0.017453,0.014261,0.016054,0.013810,0.014639,0.012499,0.013867,0.011637,0.016418,0.013197,0.017331,0.015466,0.015608,0.014917,0.011987,0.012977
seq5097,0.082770,0.075246,0.000000,0.045147,0.007525,0.037623,0.030098,0.060197,0.022574,0.030098,0.052672,0.000000,0.007525,0.022574,0.007525,0.022574,0.015049,0.007525,0.000000,0.075246,0.012332,0.013555,0.012429,0.014654,0.013690,0.014061,0.015728,0.013951,0.013177,0.012576,0.011931,0.012583,0.012948,0.010398,0.012412,0.013924,0.013941,0.015301,0.014920,0.012251,0.014257,0.015633,0.012704,0.010616,0.012918,0.011147,0.014183,0.013434,0.012569,0.013811,0.136030,0.123664,0.000000,0.074198,0.012366,0.061832,0.049466,0.098931,0.037099,0.049466,0.086565,0.000000,0.012366,0.037099,0.012366,0.037099,0.024733,0.012366,0.000000,0.123664,0.000341,0.000292,0.000342,0.000373,0.000378,0.000377,0.000400,0.000388,0.000336,0.000303,0.000339,0.000289,0.000337,0.000267,0.000376,0.000329,0.000323,0.000457,0.000350,0.000418,0.000413,0.000397,0.000364,0.000334,0.000346,0.000282,0.000368,0.000381,0.000363,0.000427,0.073222,0.066565,0.000000,0.039939,0.006657,0.033283,0.026626,0.053252,0.019970,0.026626,0.046596,0.000000,0.006657,0.019970,0.006657,0.019970,0.013313,0.006657,0.000000,0.066565,0.013806,0.015046,0.014360,0.016451,0.015045,0.017035,0.018923,0.015991,0.015633,0.012501,0.014092,0.013949,0.013944,0.011731,0.014210,0.015755,0.018195,0.017191,0.019104,0.016515,0.016089,0.019685,0.017148,0.012538,0.016020,0.012967,0.017625,0.014650,0.013271,0.018005
seq5098,0.032744,0.024558,0.008186,0.000000,0.000000,0.008186,0.016372,0.180092,0.016372,0.008186,0.040930,0.016372,0.016372,0.008186,0.040930,0.155534,0.024558,0.000000,0.000000,0.057302,0.009151,0.011580,0.010092,0.011051,0.011345,0.010975,0.011322,0.010455,0.011383,0.011750,0.012085,0.012792,0.012383,0.010265,0.011240,0.012878,0.013175,0.011607,0.013025,0.013983,0.010686,0.010772,0.011909,0.009915,0.010480,0.011553,0.010825,0.012274,0.011480,0.012688,0.049560,0.037170,0.012390,0.000000,0.000000,0.012390,0.024780,0.272581,0.024780,0.012390,0.061950,0.024780,0.024780,0.012390,0.061950,0.235411,0.037170,0.000000,0.000000,0.086730,0.000220,0.000187,0.000220,0.000271,0.000304,0.000261,0.000363,0.000367,0.000318,0.000419,0.000379,0.000383,0.000347,0.000371,0.000255,0.000351,0.000253,0.000265,0.000243,0.000214,0.000199,0.000252,0.000242,0.000234,0.000299,0.000259,0.000318,0.000335,0.000332,0.000336,0.028314,0.021235,0.007078,0.000000,0.000000,0.007078,0.014157,0.155726,0.014157,0.007078,0.035392,0.014157,0.014157,0.007078,0.035392,0.134491,0.021235,0.000000,0.000000,0.049549,0.011179,0.013749,0.013359,0.014231,0.012089,0.013486,0.015240,0.013664,0.013466,0.015064,0.015488,0.016050,0.014649,0.013268,0.014327,0.015347,0.017226,0.015351,0.014907,0.016909,0.014253,0.014954,0.012829,0.011529,0.016033,0.014950,0.011889,0.015449,0.015395,0.017392
